TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
2000,YYYY,ANNUAL_PPD_MEDIAN,0.4747663,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2000-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2000,YYYY,ANNUAL_PPD_MEDIAN,0.6560558,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2000-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2001,YYYY,ANNUAL_PPD_MEDIAN,0.5325861,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2001-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2001,YYYY,ANNUAL_PPD_MEDIAN,0.4092416,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2001-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2001,YYYY,ANNUAL_PPD_MEDIAN,0.4543167,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2001-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2001,YYYY,ANNUAL_PPD_MEDIAN,0.6333269,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2001-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2003,YYYY,ANNUAL_PPD_MEDIAN,0.5159844,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2003-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2003,YYYY,ANNUAL_PPD_MEDIAN,0.4377962,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2003-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2003,YYYY,ANNUAL_PPD_MEDIAN,0.4529199,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2003-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2003,YYYY,ANNUAL_PPD_MEDIAN,0.6217761,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2003-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2004,YYYY,ANNUAL_PPD_MEDIAN,0.5291086,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2004-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2004,YYYY,ANNUAL_PPD_MEDIAN,0.3951318,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2004-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2004,YYYY,ANNUAL_PPD_MEDIAN,0.4361238,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2004-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2004,YYYY,ANNUAL_PPD_MEDIAN,0.5902016,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2004-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2005,YYYY,ANNUAL_PPD_MEDIAN,0.5239624,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2005-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2005,YYYY,ANNUAL_PPD_MEDIAN,0.4274159,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2005-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2005,YYYY,ANNUAL_PPD_MEDIAN,0.4593171,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2005-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2005,YYYY,ANNUAL_PPD_MEDIAN,0.5828804,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2005-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2006,YYYY,ANNUAL_PPD_MEDIAN,0.5645048,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2006-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2006,YYYY,ANNUAL_PPD_MEDIAN,0.4893438,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2006-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2006,YYYY,ANNUAL_PPD_MEDIAN,0.5240923,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2006-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2006,YYYY,ANNUAL_PPD_MEDIAN,0.6992759,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2006-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2007,YYYY,ANNUAL_PPD_MEDIAN,0.5663208,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2007-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2007,YYYY,ANNUAL_PPD_MEDIAN,0.4313382,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2007-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2007,YYYY,ANNUAL_PPD_MEDIAN,0.4656251,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2007-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2007,YYYY,ANNUAL_PPD_MEDIAN,0.6319481,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2007-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2008,YYYY,ANNUAL_PPD_MEDIAN,0.5948699,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2008-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2008,YYYY,ANNUAL_PPD_MEDIAN,0.4547858,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2008-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2008,YYYY,ANNUAL_PPD_MEDIAN,0.5063879,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2008-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2008,YYYY,ANNUAL_PPD_MEDIAN,0.6827727,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2008-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2009,YYYY,ANNUAL_PPD_MEDIAN,0.6036322,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2009-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2009,YYYY,ANNUAL_PPD_MEDIAN,0.4827954,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2009-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2009,YYYY,ANNUAL_PPD_MEDIAN,0.5083911,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2009-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2009,YYYY,ANNUAL_PPD_MEDIAN,0.6329111,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2009-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2010,YYYY,ANNUAL_PPD_MEDIAN,0.5958323,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2010-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2010,YYYY,ANNUAL_PPD_MEDIAN,0.5421845,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2010-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2010,YYYY,ANNUAL_PPD_MEDIAN,0.5703564,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2010-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2010,YYYY,ANNUAL_PPD_MEDIAN,0.6503295,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2010-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2011,YYYY,ANNUAL_PPD_MEDIAN,0.5964163,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2011-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2011,YYYY,ANNUAL_PPD_MEDIAN,0.5126725,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2011-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2011,YYYY,ANNUAL_PPD_MEDIAN,0.5453537,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2011-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2011,YYYY,ANNUAL_PPD_MEDIAN,0.7095229,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2011-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2012,YYYY,ANNUAL_PPD_MEDIAN,0.7108387,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2012-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2012,YYYY,ANNUAL_PPD_MEDIAN,0.6349438,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2012-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2012,YYYY,ANNUAL_PPD_MEDIAN,0.6650119,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2012-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2012,YYYY,ANNUAL_PPD_MEDIAN,0.7250817,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2012-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2013,YYYY,ANNUAL_PPD_MEDIAN,0.6178086,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2013-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2013,YYYY,ANNUAL_PPD_MEDIAN,0.5376185,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2013-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2013,YYYY,ANNUAL_PPD_MEDIAN,0.5455117,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2013-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2013,YYYY,ANNUAL_PPD_MEDIAN,0.7149931,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2013-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2014,YYYY,ANNUAL_PPD_MEDIAN,0.6066301,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2014-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2014,YYYY,ANNUAL_PPD_MEDIAN,0.5031252,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2014-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2014,YYYY,ANNUAL_PPD_MEDIAN,0.5189580,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2014-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2014,YYYY,ANNUAL_PPD_MEDIAN,0.6190605,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2014-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2015,YYYY,ANNUAL_PPD_MEDIAN,0.5947225,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2015-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2015,YYYY,ANNUAL_PPD_MEDIAN,0.4757625,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2015-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2015,YYYY,ANNUAL_PPD_MEDIAN,0.4796611,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2015-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2015,YYYY,ANNUAL_PPD_MEDIAN,0.6420599,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2015-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2016,YYYY,ANNUAL_PPD_MEDIAN,0.5952700,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2016-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2016,YYYY,ANNUAL_PPD_MEDIAN,0.5116071,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2016-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2016,YYYY,ANNUAL_PPD_MEDIAN,0.5239881,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2016-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2016,YYYY,ANNUAL_PPD_MEDIAN,0.6647091,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2016-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2017,YYYY,ANNUAL_PPD_MEDIAN,0.5285482,gC m^-2 d^-1,GB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2017-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2017,YYYY,ANNUAL_PPD_MEDIAN,0.4437689,gC m^-2 d^-1,SS,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2017-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2017,YYYY,ANNUAL_PPD_MEDIAN,0.4600407,gC m^-2 d^-1,GOM,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2017-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
2017,YYYY,ANNUAL_PPD_MEDIAN,0.6246751,gC m^-2 d^-1,MAB,EPU_NOESTUARIES,OC-CCI,BERENFELD_FALKOWSKI_1997;EPPLEY_1972,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_2017-OCCCI-V3_1-L3B4-PPD-VGPM2-STATS
