"Latitude","Longitude","Value","EPU"
41.375,-69.125,2.39907021107881,"MAB"
41.375,-68.875,2.39483438367429,"MAB"
41.375,-68.625,1.93508894547172,"MAB"
41.375,-68.375,1.46064014020173,"MAB"
41.375,-68.125,1.07210975107939,"MAB"
41.375,-67.875,0.788164138793945,"MAB"
41.375,-67.625,0.798676791398422,"MAB"
41.375,-67.375,1.06130450704823,"MAB"
41.375,-67.125,1.32414471584818,"MAB"
41.375,-66.875,1.66371085332788,"MAB"
41.375,-66.625,1.87703491293866,"MAB"
41.375,-66.375,2.36464671466662,"MAB"
41.375,-66.125,2.61829451892687,"MAB"
41.375,-65.875,2.4239284162936,"MAB"
41.375,-65.625,2.07292800364287,"MAB"
41.375,-65.375,1.58531877268916,"MAB"
41.375,-65.125,1.22255957644919,"MAB"
41.375,-64.875,1.09931383962217,"MAB"
41.375,-64.625,1.16837020542311,"MAB"
41.375,-64.375,1.49594089259272,"MAB"
41.375,-64.125,1.98065902875817,"MAB"
41.375,-63.875,2.52818961765455,"MAB"
41.375,-63.625,2.83160808812017,"MAB"
41.375,-63.375,3.05549107427182,"MAB"
41.375,-63.125,3.24407455195551,"MAB"
41.375,-62.875,3.23712873458862,"MAB"
41.375,-62.625,3.15503696773363,"MAB"
41.375,-62.375,2.96177569679592,"MAB"
41.375,-62.125,2.65217449354089,"MAB"
