"year","season_month","Value","Var","Units","EPU"
1997,"Dec",-1.91676479091215,"gulf stream index - month","latitude anomaly","All"
1997,"Feb",-0.557990631998151,"gulf stream index - month","latitude anomaly","All"
1997,"Jan",-0.677255053447798,"gulf stream index - month","latitude anomaly","All"
1997,"Jul",-0.565241569863645,"gulf stream index - month","latitude anomaly","All"
1997,"Jun",-0.599118433382485,"gulf stream index - month","latitude anomaly","All"
1997,"Mar",-0.635289511222081,"gulf stream index - month","latitude anomaly","All"
1997,"May",-0.33070572087759,"gulf stream index - month","latitude anomaly","All"
1997,"Nov",-0.831552573374438,"gulf stream index - month","latitude anomaly","All"
1997,"Sep",0.527668877651362,"gulf stream index - month","latitude anomaly","All"
1998,"Apr",-1.18726931606872,"gulf stream index - month","latitude anomaly","All"
1998,"Aug",0.0222590247762128,"gulf stream index - month","latitude anomaly","All"
1998,"Dec",-0.368981599321623,"gulf stream index - month","latitude anomaly","All"
1998,"Feb",-1.52246451446903,"gulf stream index - month","latitude anomaly","All"
1998,"Jan",-0.161189619199381,"gulf stream index - month","latitude anomaly","All"
1998,"Jul",-0.284956092669729,"gulf stream index - month","latitude anomaly","All"
1998,"Jun",-0.335973108692941,"gulf stream index - month","latitude anomaly","All"
1998,"Mar",-1.35758009750768,"gulf stream index - month","latitude anomaly","All"
1998,"May",-0.127946525741481,"gulf stream index - month","latitude anomaly","All"
1998,"Nov",0.480007806306471,"gulf stream index - month","latitude anomaly","All"
1998,"Sep",0.0436716689423409,"gulf stream index - month","latitude anomaly","All"
1999,"Apr",1.56019751092432,"gulf stream index - month","latitude anomaly","All"
1999,"Aug",0.569726355676161,"gulf stream index - month","latitude anomaly","All"
1999,"Dec",1.54729892405913,"gulf stream index - month","latitude anomaly","All"
1999,"Feb",1.82590211618316,"gulf stream index - month","latitude anomaly","All"
1999,"Jan",1.27558843884327,"gulf stream index - month","latitude anomaly","All"
1999,"Jul",1.31039396957358,"gulf stream index - month","latitude anomaly","All"
1999,"Jun",1.86654084374833,"gulf stream index - month","latitude anomaly","All"
1999,"Mar",1.11462409872983,"gulf stream index - month","latitude anomaly","All"
1999,"May",1.74191104498627,"gulf stream index - month","latitude anomaly","All"
1999,"Nov",0.656938218278445,"gulf stream index - month","latitude anomaly","All"
1999,"Sep",0.928990710774591,"gulf stream index - month","latitude anomaly","All"
2000,"Apr",0.50143783538334,"gulf stream index - month","latitude anomaly","All"
2000,"Aug",1.28516553227872,"gulf stream index - month","latitude anomaly","All"
2000,"Dec",-0.657283788489199,"gulf stream index - month","latitude anomaly","All"
2000,"Feb",0.537153197783482,"gulf stream index - month","latitude anomaly","All"
2000,"Jan",0.974664528325159,"gulf stream index - month","latitude anomaly","All"
2000,"Jul",0.496043679267643,"gulf stream index - month","latitude anomaly","All"
2000,"Jun",1.00720292661914,"gulf stream index - month","latitude anomaly","All"
2000,"Mar",0.554930152050296,"gulf stream index - month","latitude anomaly","All"
2000,"May",1.03372527172774,"gulf stream index - month","latitude anomaly","All"
2000,"Nov",1.20756673669983,"gulf stream index - month","latitude anomaly","All"
2000,"Sep",0.587429621525554,"gulf stream index - month","latitude anomaly","All"
2001,"Apr",0.285559706908972,"gulf stream index - month","latitude anomaly","All"
2001,"Aug",-0.654916022608106,"gulf stream index - month","latitude anomaly","All"
2001,"Dec",0.605604714011473,"gulf stream index - month","latitude anomaly","All"
2001,"Feb",-0.65060710804075,"gulf stream index - month","latitude anomaly","All"
2001,"Jan",0.0816153941304065,"gulf stream index - month","latitude anomaly","All"
2001,"Jul",0.498475324416811,"gulf stream index - month","latitude anomaly","All"
2001,"Jun",0.513346937042783,"gulf stream index - month","latitude anomaly","All"
2001,"Mar",0.315316272949886,"gulf stream index - month","latitude anomaly","All"
2001,"May",-0.0981705196922897,"gulf stream index - month","latitude anomaly","All"
2001,"Nov",1.06534418875234,"gulf stream index - month","latitude anomaly","All"
2001,"Sep",0.00757151561452779,"gulf stream index - month","latitude anomaly","All"
2002,"Apr",1.09817358090164,"gulf stream index - month","latitude anomaly","All"
2002,"Aug",1.08487488875239,"gulf stream index - month","latitude anomaly","All"
2002,"Dec",2.20560793681741,"gulf stream index - month","latitude anomaly","All"
2002,"Feb",1.1063159731064,"gulf stream index - month","latitude anomaly","All"
2002,"Jan",1.51917416703101,"gulf stream index - month","latitude anomaly","All"
2002,"Jul",1.89971759529282,"gulf stream index - month","latitude anomaly","All"
2002,"Jun",1.28757152333726,"gulf stream index - month","latitude anomaly","All"
2002,"Mar",1.39295383303952,"gulf stream index - month","latitude anomaly","All"
2002,"May",1.87127600169601,"gulf stream index - month","latitude anomaly","All"
2002,"Nov",1.26584220277,"gulf stream index - month","latitude anomaly","All"
2002,"Sep",0.0272996860324367,"gulf stream index - month","latitude anomaly","All"
2003,"Apr",-0.00691077857456581,"gulf stream index - month","latitude anomaly","All"
2003,"Aug",0.112495712604458,"gulf stream index - month","latitude anomaly","All"
2003,"Dec",1.66518517332668,"gulf stream index - month","latitude anomaly","All"
2003,"Feb",0.292977948380506,"gulf stream index - month","latitude anomaly","All"
2003,"Jan",0.72920705087106,"gulf stream index - month","latitude anomaly","All"
2003,"Jul",0.265801741496798,"gulf stream index - month","latitude anomaly","All"
2003,"Jun",0.161156512958288,"gulf stream index - month","latitude anomaly","All"
2003,"Mar",0.000823276644272125,"gulf stream index - month","latitude anomaly","All"
2003,"May",-0.0287151210577743,"gulf stream index - month","latitude anomaly","All"
2003,"Nov",-0.182532656893587,"gulf stream index - month","latitude anomaly","All"
2003,"Sep",0.082812511888334,"gulf stream index - month","latitude anomaly","All"
2004,"Apr",-0.53047549314039,"gulf stream index - month","latitude anomaly","All"
2004,"Aug",-0.401782007016495,"gulf stream index - month","latitude anomaly","All"
2004,"Dec",0.0676005346248946,"gulf stream index - month","latitude anomaly","All"
2004,"Feb",-0.175310914752126,"gulf stream index - month","latitude anomaly","All"
2004,"Jan",0.0684775086638073,"gulf stream index - month","latitude anomaly","All"
2004,"Jul",-0.286213839713454,"gulf stream index - month","latitude anomaly","All"
2004,"Jun",0.214061988186635,"gulf stream index - month","latitude anomaly","All"
2004,"Mar",-0.601003471589677,"gulf stream index - month","latitude anomaly","All"
2004,"May",0.060888975169094,"gulf stream index - month","latitude anomaly","All"
2004,"Nov",-0.527849584185656,"gulf stream index - month","latitude anomaly","All"
2004,"Sep",0.111001258970862,"gulf stream index - month","latitude anomaly","All"
2005,"Apr",-0.0420375595597006,"gulf stream index - month","latitude anomaly","All"
2005,"Aug",0.190696082437997,"gulf stream index - month","latitude anomaly","All"
2005,"Dec",-0.00257557199324685,"gulf stream index - month","latitude anomaly","All"
2005,"Feb",-0.294852924029273,"gulf stream index - month","latitude anomaly","All"
2005,"Jan",-0.167128569382807,"gulf stream index - month","latitude anomaly","All"
2005,"Jul",-0.012383149111877,"gulf stream index - month","latitude anomaly","All"
2005,"Jun",-0.147402511831533,"gulf stream index - month","latitude anomaly","All"
2005,"Mar",-0.188460763743247,"gulf stream index - month","latitude anomaly","All"
2005,"May",-0.632692935858837,"gulf stream index - month","latitude anomaly","All"
2005,"Nov",-0.298166578995611,"gulf stream index - month","latitude anomaly","All"
2005,"Sep",0.38767629501235,"gulf stream index - month","latitude anomaly","All"
2006,"Apr",0.491967404324629,"gulf stream index - month","latitude anomaly","All"
2006,"Aug",0.0810398862958336,"gulf stream index - month","latitude anomaly","All"
2006,"Dec",-0.37630363115224,"gulf stream index - month","latitude anomaly","All"
2006,"Feb",0.635289593507101,"gulf stream index - month","latitude anomaly","All"
2006,"Jan",-0.359989448139191,"gulf stream index - month","latitude anomaly","All"
2006,"Jul",-0.23009702189966,"gulf stream index - month","latitude anomaly","All"
2006,"Jun",0.219249934441208,"gulf stream index - month","latitude anomaly","All"
2006,"Mar",0.0912147106715951,"gulf stream index - month","latitude anomaly","All"
2006,"May",0.642740485230246,"gulf stream index - month","latitude anomaly","All"
2006,"Nov",-0.790441925131616,"gulf stream index - month","latitude anomaly","All"
2006,"Sep",-0.341643479875802,"gulf stream index - month","latitude anomaly","All"
2007,"Apr",-1.12620557602064,"gulf stream index - month","latitude anomaly","All"
2007,"Aug",-0.39713309235748,"gulf stream index - month","latitude anomaly","All"
2007,"Dec",-0.785909593410317,"gulf stream index - month","latitude anomaly","All"
2007,"Feb",-0.59125459994768,"gulf stream index - month","latitude anomaly","All"
2007,"Jan",-0.957970145175415,"gulf stream index - month","latitude anomaly","All"
2007,"Jul",-0.742215237197353,"gulf stream index - month","latitude anomaly","All"
2007,"Jun",-0.926642740934179,"gulf stream index - month","latitude anomaly","All"
2007,"Mar",-0.836238221092288,"gulf stream index - month","latitude anomaly","All"
2007,"May",-1.01905643677223,"gulf stream index - month","latitude anomaly","All"
2007,"Nov",-1.49079133744384,"gulf stream index - month","latitude anomaly","All"
2007,"Sep",-0.524713541624754,"gulf stream index - month","latitude anomaly","All"
2008,"Apr",0.307544099417836,"gulf stream index - month","latitude anomaly","All"
2008,"Aug",-0.263718651094614,"gulf stream index - month","latitude anomaly","All"
2008,"Dec",-0.26068779731789,"gulf stream index - month","latitude anomaly","All"
2008,"Feb",0.0893079100154131,"gulf stream index - month","latitude anomaly","All"
2008,"Jan",0.0914118076513825,"gulf stream index - month","latitude anomaly","All"
2008,"Jul",0.0659746521496665,"gulf stream index - month","latitude anomaly","All"
2008,"Jun",0.246138259043667,"gulf stream index - month","latitude anomaly","All"
2008,"Mar",1.42391175010054,"gulf stream index - month","latitude anomaly","All"
2008,"May",0.910551501467694,"gulf stream index - month","latitude anomaly","All"
2008,"Nov",-0.0465907279858585,"gulf stream index - month","latitude anomaly","All"
2008,"Sep",-0.459939385897056,"gulf stream index - month","latitude anomaly","All"
2009,"Apr",0.294890844866841,"gulf stream index - month","latitude anomaly","All"
2009,"Aug",1.05605182048601,"gulf stream index - month","latitude anomaly","All"
2009,"Dec",0.407859330033383,"gulf stream index - month","latitude anomaly","All"
2009,"Feb",0.509951393433296,"gulf stream index - month","latitude anomaly","All"
2009,"Jan",0.664695264622764,"gulf stream index - month","latitude anomaly","All"
2009,"Jul",0.717758060091309,"gulf stream index - month","latitude anomaly","All"
2009,"Jun",0.191201450021554,"gulf stream index - month","latitude anomaly","All"
2009,"Mar",0.516099185464492,"gulf stream index - month","latitude anomaly","All"
2009,"May",0.531992401002751,"gulf stream index - month","latitude anomaly","All"
2009,"Nov",0.806344449416232,"gulf stream index - month","latitude anomaly","All"
2009,"Sep",1.59322782310894,"gulf stream index - month","latitude anomaly","All"
2010,"Apr",0.646991213504612,"gulf stream index - month","latitude anomaly","All"
2010,"Aug",0.134625178997291,"gulf stream index - month","latitude anomaly","All"
2010,"Dec",0.881623310423217,"gulf stream index - month","latitude anomaly","All"
2010,"Feb",0.715438436675172,"gulf stream index - month","latitude anomaly","All"
2010,"Jan",0.643681371354724,"gulf stream index - month","latitude anomaly","All"
2010,"Jul",0.557453473230106,"gulf stream index - month","latitude anomaly","All"
2010,"Jun",0.42192070059627,"gulf stream index - month","latitude anomaly","All"
2010,"Mar",-0.0607864869308461,"gulf stream index - month","latitude anomaly","All"
2010,"May",0.546117043171391,"gulf stream index - month","latitude anomaly","All"
2010,"Nov",-0.380516871789354,"gulf stream index - month","latitude anomaly","All"
2010,"Sep",0.397234822687595,"gulf stream index - month","latitude anomaly","All"
2011,"Apr",-0.147422106435006,"gulf stream index - month","latitude anomaly","All"
2011,"Aug",-0.363630606966408,"gulf stream index - month","latitude anomaly","All"
2011,"Dec",-0.241209798806071,"gulf stream index - month","latitude anomaly","All"
2011,"Feb",-0.205312150534541,"gulf stream index - month","latitude anomaly","All"
2011,"Jan",0.0601706832432835,"gulf stream index - month","latitude anomaly","All"
2011,"Jul",-0.215225065066497,"gulf stream index - month","latitude anomaly","All"
2011,"Jun",0.119875718384146,"gulf stream index - month","latitude anomaly","All"
2011,"Mar",-0.29561680057226,"gulf stream index - month","latitude anomaly","All"
2011,"May",-0.420669879992355,"gulf stream index - month","latitude anomaly","All"
2011,"Nov",-0.0576608376962595,"gulf stream index - month","latitude anomaly","All"
2011,"Sep",-0.022084279571046,"gulf stream index - month","latitude anomaly","All"
2012,"Apr",1.30204034017487,"gulf stream index - month","latitude anomaly","All"
2012,"Aug",0.291857466234837,"gulf stream index - month","latitude anomaly","All"
2012,"Dec",0.25663772052644,"gulf stream index - month","latitude anomaly","All"
2012,"Feb",0.155697966758695,"gulf stream index - month","latitude anomaly","All"
2012,"Jan",0.115071321218634,"gulf stream index - month","latitude anomaly","All"
2012,"Jul",0.738986240802279,"gulf stream index - month","latitude anomaly","All"
2012,"Jun",1.18474159816287,"gulf stream index - month","latitude anomaly","All"
2012,"Mar",1.07380567026105,"gulf stream index - month","latitude anomaly","All"
2012,"May",1.51869410978823,"gulf stream index - month","latitude anomaly","All"
2012,"Nov",0.593620554892289,"gulf stream index - month","latitude anomaly","All"
2012,"Sep",0.290688110856604,"gulf stream index - month","latitude anomaly","All"
2013,"Apr",0.699486837941876,"gulf stream index - month","latitude anomaly","All"
2013,"Aug",0.402947213666287,"gulf stream index - month","latitude anomaly","All"
2013,"Dec",1.13783510806211,"gulf stream index - month","latitude anomaly","All"
2013,"Feb",1.2042085494461,"gulf stream index - month","latitude anomaly","All"
2013,"Jan",1.0142405476475,"gulf stream index - month","latitude anomaly","All"
2013,"Jul",0.158660750749962,"gulf stream index - month","latitude anomaly","All"
2013,"Jun",0.132647507025551,"gulf stream index - month","latitude anomaly","All"
2013,"Mar",0.909083984527127,"gulf stream index - month","latitude anomaly","All"
2013,"May",0.653042428675616,"gulf stream index - month","latitude anomaly","All"
2013,"Nov",0.971367945730614,"gulf stream index - month","latitude anomaly","All"
2013,"Sep",0.797071924124734,"gulf stream index - month","latitude anomaly","All"
2014,"Apr",1.20100257952921,"gulf stream index - month","latitude anomaly","All"
2014,"Aug",1.23111137363676,"gulf stream index - month","latitude anomaly","All"
2014,"Dec",0.873071796013365,"gulf stream index - month","latitude anomaly","All"
2014,"Feb",1.64894103097183,"gulf stream index - month","latitude anomaly","All"
2014,"Jan",0.811458303654522,"gulf stream index - month","latitude anomaly","All"
2014,"Jul",1.08176838863501,"gulf stream index - month","latitude anomaly","All"
2014,"Jun",1.16482375530116,"gulf stream index - month","latitude anomaly","All"
2014,"Mar",1.29800136075545,"gulf stream index - month","latitude anomaly","All"
2014,"May",1.02392818380955,"gulf stream index - month","latitude anomaly","All"
2014,"Nov",0.822739653383006,"gulf stream index - month","latitude anomaly","All"
2014,"Sep",1.19648050368901,"gulf stream index - month","latitude anomaly","All"
2015,"Apr",1.17001503233895,"gulf stream index - month","latitude anomaly","All"
2015,"Aug",0.440886267564813,"gulf stream index - month","latitude anomaly","All"
2015,"Dec",1.36502622390874,"gulf stream index - month","latitude anomaly","All"
2015,"Feb",1.97772576750014,"gulf stream index - month","latitude anomaly","All"
2015,"Jan",1.81901915044816,"gulf stream index - month","latitude anomaly","All"
2015,"Jul",0.963532053746598,"gulf stream index - month","latitude anomaly","All"
2015,"Jun",0.619501337262934,"gulf stream index - month","latitude anomaly","All"
2015,"Mar",1.49413558784735,"gulf stream index - month","latitude anomaly","All"
2015,"May",0.890540462309378,"gulf stream index - month","latitude anomaly","All"
2015,"Nov",1.80187404258573,"gulf stream index - month","latitude anomaly","All"
2015,"Sep",1.89830678141117,"gulf stream index - month","latitude anomaly","All"
2016,"Apr",1.71532936159195,"gulf stream index - month","latitude anomaly","All"
2016,"Aug",2.28497002520298,"gulf stream index - month","latitude anomaly","All"
2016,"Dec",0.8266616408864,"gulf stream index - month","latitude anomaly","All"
2016,"Feb",2.09257240069515,"gulf stream index - month","latitude anomaly","All"
2016,"Jan",1.53197456499276,"gulf stream index - month","latitude anomaly","All"
2016,"Jul",1.97864332743891,"gulf stream index - month","latitude anomaly","All"
2016,"Jun",1.61348137760912,"gulf stream index - month","latitude anomaly","All"
2016,"Mar",1.59205653591988,"gulf stream index - month","latitude anomaly","All"
2016,"May",1.28482526232877,"gulf stream index - month","latitude anomaly","All"
2016,"Nov",0.861045130908427,"gulf stream index - month","latitude anomaly","All"
2016,"Sep",2.06805202602142,"gulf stream index - month","latitude anomaly","All"
2017,"Apr",0.741078956456161,"gulf stream index - month","latitude anomaly","All"
2017,"Aug",1.52950733606848,"gulf stream index - month","latitude anomaly","All"
2017,"Dec",0.865303429027853,"gulf stream index - month","latitude anomaly","All"
2017,"Feb",0.877016041463543,"gulf stream index - month","latitude anomaly","All"
2017,"Jan",1.03924134361495,"gulf stream index - month","latitude anomaly","All"
2017,"Jul",1.86054283215812,"gulf stream index - month","latitude anomaly","All"
2017,"Jun",1.19993121963022,"gulf stream index - month","latitude anomaly","All"
2017,"Mar",1.4503551880255,"gulf stream index - month","latitude anomaly","All"
2017,"May",0.951374894311504,"gulf stream index - month","latitude anomaly","All"
2017,"Nov",1.00087937260069,"gulf stream index - month","latitude anomaly","All"
2017,"Sep",1.09597473768013,"gulf stream index - month","latitude anomaly","All"
2018,"Apr",1.38682250514487,"gulf stream index - month","latitude anomaly","All"
2018,"Aug",0.708422743904965,"gulf stream index - month","latitude anomaly","All"
2018,"Dec",1.03126080503524,"gulf stream index - month","latitude anomaly","All"
2018,"Feb",1.56967527535183,"gulf stream index - month","latitude anomaly","All"
2018,"Jan",1.27446084378856,"gulf stream index - month","latitude anomaly","All"
2018,"Jul",1.03190236230918,"gulf stream index - month","latitude anomaly","All"
2018,"Jun",1.00109989978383,"gulf stream index - month","latitude anomaly","All"
2018,"Mar",1.49525398911204,"gulf stream index - month","latitude anomaly","All"
2018,"May",1.63677255088971,"gulf stream index - month","latitude anomaly","All"
2018,"Nov",1.71939152915503,"gulf stream index - month","latitude anomaly","All"
2018,"Sep",0.640806370242117,"gulf stream index - month","latitude anomaly","All"
2019,"Apr",1.67772082248899,"gulf stream index - month","latitude anomaly","All"
2019,"Aug",2.18827816502771,"gulf stream index - month","latitude anomaly","All"
2019,"Dec",1.20180794364429,"gulf stream index - month","latitude anomaly","All"
2019,"Feb",2.07443329648139,"gulf stream index - month","latitude anomaly","All"
2019,"Jan",1.43417489154695,"gulf stream index - month","latitude anomaly","All"
2019,"Jul",1.86975101992687,"gulf stream index - month","latitude anomaly","All"
2019,"Jun",1.66091151433986,"gulf stream index - month","latitude anomaly","All"
2019,"Mar",1.95381899805112,"gulf stream index - month","latitude anomaly","All"
2019,"May",1.84927013802758,"gulf stream index - month","latitude anomaly","All"
2019,"Nov",1.72313215233555,"gulf stream index - month","latitude anomaly","All"
2019,"Sep",2.15237871985449,"gulf stream index - month","latitude anomaly","All"
2020,"Apr",1.41956617371212,"gulf stream index - month","latitude anomaly","All"
2020,"Aug",0.961680080613896,"gulf stream index - month","latitude anomaly","All"
2020,"Dec",2.06257525202346,"gulf stream index - month","latitude anomaly","All"
2020,"Feb",1.60939856507629,"gulf stream index - month","latitude anomaly","All"
2020,"Jan",1.56218705743172,"gulf stream index - month","latitude anomaly","All"
2020,"Jul",0.920554280499504,"gulf stream index - month","latitude anomaly","All"
2020,"Jun",0.90362794976088,"gulf stream index - month","latitude anomaly","All"
2020,"Mar",1.69652043876964,"gulf stream index - month","latitude anomaly","All"
2020,"May",1.13360887935492,"gulf stream index - month","latitude anomaly","All"
2020,"Nov",1.25006840987536,"gulf stream index - month","latitude anomaly","All"
2020,"Sep",1.57902985439968,"gulf stream index - month","latitude anomaly","All"
2021,"Dec",1.24171220303936,"gulf stream index - month","latitude anomaly","All"
