"Value","ESP","Var","Time","Units"
-0.287630905359356,"acadian_redfish_both","summer OI SST Anomaly",1997,"degreesC"
-0.30441069473391,"acadian_redfish_both","fall OI SST Anomaly",1997,"degreesC"
-0.535709355595292,"acadian_redfish_both","winter OI SST Anomaly",1998,"degreesC"
0.243797592282592,"acadian_redfish_both","spring OI SST Anomaly",1998,"degreesC"
0.101029687141803,"acadian_redfish_both","summer OI SST Anomaly",1998,"degreesC"
-0.974990966778149,"acadian_redfish_both","fall OI SST Anomaly",1998,"degreesC"
-0.37643247565061,"acadian_redfish_both","winter OI SST Anomaly",1999,"degreesC"
1.07124883001977,"acadian_redfish_both","spring OI SST Anomaly",1999,"degreesC"
1.14047741931752,"acadian_redfish_both","summer OI SST Anomaly",1999,"degreesC"
0.620464814244279,"acadian_redfish_both","fall OI SST Anomaly",1999,"degreesC"
0.933634649869836,"acadian_redfish_both","winter OI SST Anomaly",2000,"degreesC"
0.599874586047932,"acadian_redfish_both","spring OI SST Anomaly",2000,"degreesC"
0.359198509810852,"acadian_redfish_both","summer OI SST Anomaly",2000,"degreesC"
0.314107663938339,"acadian_redfish_both","fall OI SST Anomaly",2000,"degreesC"
-0.0236726300797585,"acadian_redfish_both","winter OI SST Anomaly",2001,"degreesC"
0.121403049023934,"acadian_redfish_both","spring OI SST Anomaly",2001,"degreesC"
0.197656613663572,"acadian_redfish_both","summer OI SST Anomaly",2001,"degreesC"
0.367186416666772,"acadian_redfish_both","fall OI SST Anomaly",2001,"degreesC"
0.781802264058889,"acadian_redfish_both","winter OI SST Anomaly",2002,"degreesC"
0.398217120245812,"acadian_redfish_both","spring OI SST Anomaly",2002,"degreesC"
0.83095603403838,"acadian_redfish_both","summer OI SST Anomaly",2002,"degreesC"
0.638165549049873,"acadian_redfish_both","fall OI SST Anomaly",2002,"degreesC"
-0.19943964884059,"acadian_redfish_both","winter OI SST Anomaly",2003,"degreesC"
-0.719275768219009,"acadian_redfish_both","spring OI SST Anomaly",2003,"degreesC"
0.258498121862825,"acadian_redfish_both","summer OI SST Anomaly",2003,"degreesC"
0.0102360440420739,"acadian_redfish_both","fall OI SST Anomaly",2003,"degreesC"
-0.697904664258398,"acadian_redfish_both","winter OI SST Anomaly",2004,"degreesC"
-1.02753129541185,"acadian_redfish_both","spring OI SST Anomaly",2004,"degreesC"
-0.699851259777288,"acadian_redfish_both","summer OI SST Anomaly",2004,"degreesC"
-0.487681252469208,"acadian_redfish_both","fall OI SST Anomaly",2004,"degreesC"
-0.705921718147066,"acadian_redfish_both","winter OI SST Anomaly",2005,"degreesC"
-0.663783920462019,"acadian_redfish_both","spring OI SST Anomaly",2005,"degreesC"
-0.136515024918827,"acadian_redfish_both","summer OI SST Anomaly",2005,"degreesC"
0.265049323627691,"acadian_redfish_both","fall OI SST Anomaly",2005,"degreesC"
0.401699226069194,"acadian_redfish_both","winter OI SST Anomaly",2006,"degreesC"
0.185962603959323,"acadian_redfish_both","spring OI SST Anomaly",2006,"degreesC"
0.567585594272881,"acadian_redfish_both","summer OI SST Anomaly",2006,"degreesC"
0.771170457859027,"acadian_redfish_both","fall OI SST Anomaly",2006,"degreesC"
1.10198594722697,"acadian_redfish_both","winter OI SST Anomaly",2007,"degreesC"
-0.329117145686443,"acadian_redfish_both","spring OI SST Anomaly",2007,"degreesC"
0.0655694873938231,"acadian_redfish_both","summer OI SST Anomaly",2007,"degreesC"
-0.0422902533583347,"acadian_redfish_both","fall OI SST Anomaly",2007,"degreesC"
-0.303751003261183,"acadian_redfish_both","winter OI SST Anomaly",2008,"degreesC"
0.557828885711489,"acadian_redfish_both","spring OI SST Anomaly",2008,"degreesC"
0.933095759964257,"acadian_redfish_both","summer OI SST Anomaly",2008,"degreesC"
0.308614252236424,"acadian_redfish_both","fall OI SST Anomaly",2008,"degreesC"
-0.310431583551523,"acadian_redfish_both","winter OI SST Anomaly",2009,"degreesC"
0.167445234735144,"acadian_redfish_both","spring OI SST Anomaly",2009,"degreesC"
0.648515650216194,"acadian_redfish_both","summer OI SST Anomaly",2009,"degreesC"
0.452335434031854,"acadian_redfish_both","fall OI SST Anomaly",2009,"degreesC"
0.0606266518647525,"acadian_redfish_both","winter OI SST Anomaly",2010,"degreesC"
1.60099181650125,"acadian_redfish_both","spring OI SST Anomaly",2010,"degreesC"
1.81524160717514,"acadian_redfish_both","summer OI SST Anomaly",2010,"degreesC"
0.609321754493687,"acadian_redfish_both","fall OI SST Anomaly",2010,"degreesC"
0.452809441036221,"acadian_redfish_both","winter OI SST Anomaly",2011,"degreesC"
0.5059094232306,"acadian_redfish_both","spring OI SST Anomaly",2011,"degreesC"
1.0286637737741,"acadian_redfish_both","summer OI SST Anomaly",2011,"degreesC"
1.38721794964221,"acadian_redfish_both","fall OI SST Anomaly",2011,"degreesC"
1.6801314404455,"acadian_redfish_both","winter OI SST Anomaly",2012,"degreesC"
2.25024909621653,"acadian_redfish_both","spring OI SST Anomaly",2012,"degreesC"
2.71752068162132,"acadian_redfish_both","summer OI SST Anomaly",2012,"degreesC"
2.049005300123,"acadian_redfish_both","fall OI SST Anomaly",2012,"degreesC"
1.66734704753404,"acadian_redfish_both","winter OI SST Anomaly",2013,"degreesC"
1.40960933256978,"acadian_redfish_both","spring OI SST Anomaly",2013,"degreesC"
1.40452544769431,"acadian_redfish_both","summer OI SST Anomaly",2013,"degreesC"
0.950910982000543,"acadian_redfish_both","fall OI SST Anomaly",2013,"degreesC"
0.424243133822222,"acadian_redfish_both","winter OI SST Anomaly",2014,"degreesC"
0.938202925309016,"acadian_redfish_both","spring OI SST Anomaly",2014,"degreesC"
1.61105419258583,"acadian_redfish_both","summer OI SST Anomaly",2014,"degreesC"
1.59169287392334,"acadian_redfish_both","fall OI SST Anomaly",2014,"degreesC"
0.552233273004545,"acadian_redfish_both","winter OI SST Anomaly",2015,"degreesC"
0.0835999652178145,"acadian_redfish_both","spring OI SST Anomaly",2015,"degreesC"
1.89642760119967,"acadian_redfish_both","summer OI SST Anomaly",2015,"degreesC"
1.47336977256297,"acadian_redfish_both","fall OI SST Anomaly",2015,"degreesC"
1.43417522593422,"acadian_redfish_both","winter OI SST Anomaly",2016,"degreesC"
1.23082797432186,"acadian_redfish_both","spring OI SST Anomaly",2016,"degreesC"
2.60253908983621,"acadian_redfish_both","summer OI SST Anomaly",2016,"degreesC"
1.63313988635337,"acadian_redfish_both","fall OI SST Anomaly",2016,"degreesC"
1.228629318809,"acadian_redfish_both","winter OI SST Anomaly",2017,"degreesC"
0.460322749821779,"acadian_redfish_both","spring OI SST Anomaly",2017,"degreesC"
1.10866289662111,"acadian_redfish_both","summer OI SST Anomaly",2017,"degreesC"
1.91596618700161,"acadian_redfish_both","fall OI SST Anomaly",2017,"degreesC"
1.36094293598633,"acadian_redfish_both","winter OI SST Anomaly",2018,"degreesC"
1.3438861884153,"acadian_redfish_both","spring OI SST Anomaly",2018,"degreesC"
2.65319126392982,"acadian_redfish_both","summer OI SST Anomaly",2018,"degreesC"
0.961594715735353,"acadian_redfish_both","fall OI SST Anomaly",2018,"degreesC"
-0.022085711306568,"acadian_redfish_both","winter OI SST Anomaly",2019,"degreesC"
0.389312475655611,"acadian_redfish_both","spring OI SST Anomaly",2019,"degreesC"
1.49833504857723,"acadian_redfish_both","summer OI SST Anomaly",2019,"degreesC"
1.12455228263666,"acadian_redfish_both","fall OI SST Anomaly",2019,"degreesC"
1.26993028285669,"acadian_redfish_both","winter OI SST Anomaly",2020,"degreesC"
1.05159410241412,"acadian_redfish_both","spring OI SST Anomaly",2020,"degreesC"
2.29284064047467,"acadian_redfish_both","summer OI SST Anomaly",2020,"degreesC"
2.49842569931415,"acadian_redfish_both","fall OI SST Anomaly",2020,"degreesC"
-0.31653925372399,"alewife_both","winter OI SST Anomaly",1982,"degreesC"
-0.468838618674848,"alewife_both","spring OI SST Anomaly",1982,"degreesC"
-0.907888626853328,"alewife_both","summer OI SST Anomaly",1982,"degreesC"
0.278689280375241,"alewife_both","fall OI SST Anomaly",1982,"degreesC"
1.0033340079039,"alewife_both","winter OI SST Anomaly",1983,"degreesC"
0.237815942089211,"alewife_both","spring OI SST Anomaly",1983,"degreesC"
-0.563740261961055,"alewife_both","summer OI SST Anomaly",1983,"degreesC"
0.354552954029542,"alewife_both","fall OI SST Anomaly",1983,"degreesC"
0.20566890415581,"alewife_both","winter OI SST Anomaly",1984,"degreesC"
-0.335564480380951,"alewife_both","spring OI SST Anomaly",1984,"degreesC"
-0.180876700861464,"alewife_both","summer OI SST Anomaly",1984,"degreesC"
0.530568574984803,"alewife_both","fall OI SST Anomaly",1984,"degreesC"
0.510360563569968,"alewife_both","winter OI SST Anomaly",1985,"degreesC"
0.0573669134976775,"alewife_both","spring OI SST Anomaly",1985,"degreesC"
-0.321073741784332,"alewife_both","summer OI SST Anomaly",1985,"degreesC"
0.484803545724096,"alewife_both","fall OI SST Anomaly",1985,"degreesC"
0.235439934954963,"alewife_both","winter OI SST Anomaly",1986,"degreesC"
0.234656195292928,"alewife_both","spring OI SST Anomaly",1986,"degreesC"
-0.71778448899536,"alewife_both","summer OI SST Anomaly",1986,"degreesC"
-0.164302518142167,"alewife_both","fall OI SST Anomaly",1986,"degreesC"
-0.31109754633175,"alewife_both","winter OI SST Anomaly",1987,"degreesC"
-0.499283862848005,"alewife_both","spring OI SST Anomaly",1987,"degreesC"
-0.634427768139002,"alewife_both","summer OI SST Anomaly",1987,"degreesC"
-1.23359811250197,"alewife_both","fall OI SST Anomaly",1987,"degreesC"
-0.855627017563009,"alewife_both","winter OI SST Anomaly",1988,"degreesC"
-0.419222660290872,"alewife_both","spring OI SST Anomaly",1988,"degreesC"
-0.400240316981463,"alewife_both","summer OI SST Anomaly",1988,"degreesC"
-0.843286473404511,"alewife_both","fall OI SST Anomaly",1988,"degreesC"
-0.243984248682545,"alewife_both","winter OI SST Anomaly",1989,"degreesC"
0.183223837488862,"alewife_both","spring OI SST Anomaly",1989,"degreesC"
-0.1467885689299,"alewife_both","summer OI SST Anomaly",1989,"degreesC"
-0.645243821393656,"alewife_both","fall OI SST Anomaly",1989,"degreesC"
-0.178411724357335,"alewife_both","winter OI SST Anomaly",1990,"degreesC"
-0.180461804016463,"alewife_both","spring OI SST Anomaly",1990,"degreesC"
0.488199636435077,"alewife_both","summer OI SST Anomaly",1990,"degreesC"
-0.0167189886709398,"alewife_both","fall OI SST Anomaly",1990,"degreesC"
0.207704578086704,"alewife_both","winter OI SST Anomaly",1991,"degreesC"
0.436069608134449,"alewife_both","spring OI SST Anomaly",1991,"degreesC"
-0.110946040726613,"alewife_both","summer OI SST Anomaly",1991,"degreesC"
-0.246283668785031,"alewife_both","fall OI SST Anomaly",1991,"degreesC"
-0.610274616625028,"alewife_both","winter OI SST Anomaly",1992,"degreesC"
-1.20258115366803,"alewife_both","spring OI SST Anomaly",1992,"degreesC"
-0.987216374899308,"alewife_both","summer OI SST Anomaly",1992,"degreesC"
-0.945525467185869,"alewife_both","fall OI SST Anomaly",1992,"degreesC"
-0.589165683066731,"alewife_both","winter OI SST Anomaly",1993,"degreesC"
-0.713841317190491,"alewife_both","spring OI SST Anomaly",1993,"degreesC"
-0.30375284957147,"alewife_both","summer OI SST Anomaly",1993,"degreesC"
-0.503157456996176,"alewife_both","fall OI SST Anomaly",1993,"degreesC"
-0.741617788657136,"alewife_both","winter OI SST Anomaly",1994,"degreesC"
0.164907917261429,"alewife_both","spring OI SST Anomaly",1994,"degreesC"
-0.0693555015956626,"alewife_both","summer OI SST Anomaly",1994,"degreesC"
-0.144533829241807,"alewife_both","fall OI SST Anomaly",1994,"degreesC"
0.0409610123864441,"alewife_both","winter OI SST Anomaly",1995,"degreesC"
-0.5648971878575,"alewife_both","spring OI SST Anomaly",1995,"degreesC"
-0.0314105459955591,"alewife_both","summer OI SST Anomaly",1995,"degreesC"
0.281630486610078,"alewife_both","fall OI SST Anomaly",1995,"degreesC"
-1.07442201295711,"alewife_both","winter OI SST Anomaly",1996,"degreesC"
-0.568200765359208,"alewife_both","spring OI SST Anomaly",1996,"degreesC"
-1.5290896227796,"alewife_both","summer OI SST Anomaly",1996,"degreesC"
-1.23963028314234,"alewife_both","fall OI SST Anomaly",1996,"degreesC"
-0.184158302822877,"alewife_both","winter OI SST Anomaly",1997,"degreesC"
-0.687257385761452,"alewife_both","spring OI SST Anomaly",1997,"degreesC"
-0.385925155463344,"alewife_both","summer OI SST Anomaly",1997,"degreesC"
-0.534808773716248,"alewife_both","fall OI SST Anomaly",1997,"degreesC"
-0.357204824684115,"alewife_both","winter OI SST Anomaly",1998,"degreesC"
-0.249542891937599,"alewife_both","spring OI SST Anomaly",1998,"degreesC"
-0.0599139731813914,"alewife_both","summer OI SST Anomaly",1998,"degreesC"
-0.853876552625806,"alewife_both","fall OI SST Anomaly",1998,"degreesC"
-0.212900503213531,"alewife_both","winter OI SST Anomaly",1999,"degreesC"
0.476111289237858,"alewife_both","spring OI SST Anomaly",1999,"degreesC"
0.837399944004787,"alewife_both","summer OI SST Anomaly",1999,"degreesC"
0.952339138095549,"alewife_both","fall OI SST Anomaly",1999,"degreesC"
0.82496380876513,"alewife_both","winter OI SST Anomaly",2000,"degreesC"
0.470327126856747,"alewife_both","spring OI SST Anomaly",2000,"degreesC"
-0.134503015447688,"alewife_both","summer OI SST Anomaly",2000,"degreesC"
-0.229918191833514,"alewife_both","fall OI SST Anomaly",2000,"degreesC"
-0.440732738068691,"alewife_both","winter OI SST Anomaly",2001,"degreesC"
0.0254736098301347,"alewife_both","spring OI SST Anomaly",2001,"degreesC"
0.117387112127922,"alewife_both","summer OI SST Anomaly",2001,"degreesC"
0.618700517869602,"alewife_both","fall OI SST Anomaly",2001,"degreesC"
1.12021714547322,"alewife_both","winter OI SST Anomaly",2002,"degreesC"
0.44527574355469,"alewife_both","spring OI SST Anomaly",2002,"degreesC"
0.657289109987662,"alewife_both","summer OI SST Anomaly",2002,"degreesC"
0.41846037223411,"alewife_both","fall OI SST Anomaly",2002,"degreesC"
-0.463970558083203,"alewife_both","winter OI SST Anomaly",2003,"degreesC"
-1.14262196268232,"alewife_both","spring OI SST Anomaly",2003,"degreesC"
-0.0224940243052956,"alewife_both","summer OI SST Anomaly",2003,"degreesC"
-0.043657306230358,"alewife_both","fall OI SST Anomaly",2003,"degreesC"
-0.995477878512723,"alewife_both","winter OI SST Anomaly",2004,"degreesC"
-0.688689269518509,"alewife_both","spring OI SST Anomaly",2004,"degreesC"
-0.493833431160628,"alewife_both","summer OI SST Anomaly",2004,"degreesC"
-0.593426050768397,"alewife_both","fall OI SST Anomaly",2004,"degreesC"
-0.837971644327515,"alewife_both","winter OI SST Anomaly",2005,"degreesC"
-0.770511052769244,"alewife_both","spring OI SST Anomaly",2005,"degreesC"
0.401883238835961,"alewife_both","summer OI SST Anomaly",2005,"degreesC"
0.244004658631324,"alewife_both","fall OI SST Anomaly",2005,"degreesC"
0.302991932097435,"alewife_both","winter OI SST Anomaly",2006,"degreesC"
0.126532721175835,"alewife_both","spring OI SST Anomaly",2006,"degreesC"
0.386361987786195,"alewife_both","summer OI SST Anomaly",2006,"degreesC"
0.616333309674625,"alewife_both","fall OI SST Anomaly",2006,"degreesC"
0.783770793616325,"alewife_both","winter OI SST Anomaly",2007,"degreesC"
-0.735150257485891,"alewife_both","spring OI SST Anomaly",2007,"degreesC"
-0.148975595768849,"alewife_both","summer OI SST Anomaly",2007,"degreesC"
-0.188343800134081,"alewife_both","fall OI SST Anomaly",2007,"degreesC"
-0.189799067778195,"alewife_both","winter OI SST Anomaly",2008,"degreesC"
0.0587083636320447,"alewife_both","spring OI SST Anomaly",2008,"degreesC"
0.31722753834314,"alewife_both","summer OI SST Anomaly",2008,"degreesC"
-0.0568150104803795,"alewife_both","fall OI SST Anomaly",2008,"degreesC"
-0.546404601638955,"alewife_both","winter OI SST Anomaly",2009,"degreesC"
-0.0762838172501574,"alewife_both","spring OI SST Anomaly",2009,"degreesC"
0.31857498800694,"alewife_both","summer OI SST Anomaly",2009,"degreesC"
0.453186763710525,"alewife_both","fall OI SST Anomaly",2009,"degreesC"
-0.432172256331031,"alewife_both","winter OI SST Anomaly",2010,"degreesC"
1.13543515074868,"alewife_both","spring OI SST Anomaly",2010,"degreesC"
1.19762964062766,"alewife_both","summer OI SST Anomaly",2010,"degreesC"
0.0250760930284066,"alewife_both","fall OI SST Anomaly",2010,"degreesC"
-0.186226721364572,"alewife_both","winter OI SST Anomaly",2011,"degreesC"
0.581667231550288,"alewife_both","spring OI SST Anomaly",2011,"degreesC"
0.621689402579477,"alewife_both","summer OI SST Anomaly",2011,"degreesC"
1.15759908897296,"alewife_both","fall OI SST Anomaly",2011,"degreesC"
1.75629302255978,"alewife_both","winter OI SST Anomaly",2012,"degreesC"
1.97027947510624,"alewife_both","spring OI SST Anomaly",2012,"degreesC"
2.0793671472292,"alewife_both","summer OI SST Anomaly",2012,"degreesC"
1.41605057197923,"alewife_both","fall OI SST Anomaly",2012,"degreesC"
1.07732169006517,"alewife_both","winter OI SST Anomaly",2013,"degreesC"
0.647955597243628,"alewife_both","spring OI SST Anomaly",2013,"degreesC"
0.696841741547626,"alewife_both","summer OI SST Anomaly",2013,"degreesC"
0.677458815574543,"alewife_both","fall OI SST Anomaly",2013,"degreesC"
0.0567064967602837,"alewife_both","winter OI SST Anomaly",2014,"degreesC"
0.558331279596079,"alewife_both","spring OI SST Anomaly",2014,"degreesC"
1.03636652417839,"alewife_both","summer OI SST Anomaly",2014,"degreesC"
1.15398670083773,"alewife_both","fall OI SST Anomaly",2014,"degreesC"
-0.0369215812387305,"alewife_both","winter OI SST Anomaly",2015,"degreesC"
0.310280620557794,"alewife_both","spring OI SST Anomaly",2015,"degreesC"
1.64581954641584,"alewife_both","summer OI SST Anomaly",2015,"degreesC"
1.51893100701902,"alewife_both","fall OI SST Anomaly",2015,"degreesC"
1.35094279182676,"alewife_both","winter OI SST Anomaly",2016,"degreesC"
0.648241190814662,"alewife_both","spring OI SST Anomaly",2016,"degreesC"
1.79694639519654,"alewife_both","summer OI SST Anomaly",2016,"degreesC"
1.23338597296395,"alewife_both","fall OI SST Anomaly",2016,"degreesC"
0.960257105866458,"alewife_both","winter OI SST Anomaly",2017,"degreesC"
0.0976454245565286,"alewife_both","spring OI SST Anomaly",2017,"degreesC"
0.462591103517653,"alewife_both","summer OI SST Anomaly",2017,"degreesC"
1.56618201814928,"alewife_both","fall OI SST Anomaly",2017,"degreesC"
0.434317874210998,"alewife_both","winter OI SST Anomaly",2018,"degreesC"
0.626735165155884,"alewife_both","spring OI SST Anomaly",2018,"degreesC"
1.74095956967697,"alewife_both","summer OI SST Anomaly",2018,"degreesC"
0.498226915236534,"alewife_both","fall OI SST Anomaly",2018,"degreesC"
-0.200764488333509,"alewife_both","winter OI SST Anomaly",2019,"degreesC"
0.367735825529119,"alewife_both","spring OI SST Anomaly",2019,"degreesC"
1.1133768566058,"alewife_both","summer OI SST Anomaly",2019,"degreesC"
0.817925453973853,"alewife_both","fall OI SST Anomaly",2019,"degreesC"
1.0910375315517,"alewife_both","winter OI SST Anomaly",2020,"degreesC"
0.260957673886182,"alewife_both","spring OI SST Anomaly",2020,"degreesC"
1.71856986745093,"alewife_both","summer OI SST Anomaly",2020,"degreesC"
2.55745422155846,"alewife_both","fall OI SST Anomaly",2020,"degreesC"
0.014386874869726,"american_lobster_gb_both","winter OI SST Anomaly",1982,"degreesC"
-0.305079050863508,"american_lobster_gb_both","spring OI SST Anomaly",1982,"degreesC"
-0.848182137475955,"american_lobster_gb_both","summer OI SST Anomaly",1982,"degreesC"
0.387513099023433,"american_lobster_gb_both","fall OI SST Anomaly",1982,"degreesC"
1.40677711565195,"american_lobster_gb_both","winter OI SST Anomaly",1983,"degreesC"
0.589638025708034,"american_lobster_gb_both","spring OI SST Anomaly",1983,"degreesC"
-0.891085470061142,"american_lobster_gb_both","summer OI SST Anomaly",1983,"degreesC"
0.414193841094299,"american_lobster_gb_both","fall OI SST Anomaly",1983,"degreesC"
0.60030599753394,"american_lobster_gb_both","winter OI SST Anomaly",1984,"degreesC"
0.00286661081823425,"american_lobster_gb_both","spring OI SST Anomaly",1984,"degreesC"
0.175467681336478,"american_lobster_gb_both","summer OI SST Anomaly",1984,"degreesC"
0.468287304728264,"american_lobster_gb_both","fall OI SST Anomaly",1984,"degreesC"
0.445868960293857,"american_lobster_gb_both","winter OI SST Anomaly",1985,"degreesC"
0.246360404194132,"american_lobster_gb_both","spring OI SST Anomaly",1985,"degreesC"
-0.191379234339323,"american_lobster_gb_both","summer OI SST Anomaly",1985,"degreesC"
0.360083168588694,"american_lobster_gb_both","fall OI SST Anomaly",1985,"degreesC"
0.150831317857825,"american_lobster_gb_both","winter OI SST Anomaly",1986,"degreesC"
0.460095755443966,"american_lobster_gb_both","spring OI SST Anomaly",1986,"degreesC"
-0.525576149436411,"american_lobster_gb_both","summer OI SST Anomaly",1986,"degreesC"
-0.351648761606713,"american_lobster_gb_both","fall OI SST Anomaly",1986,"degreesC"
-0.175050217674016,"american_lobster_gb_both","winter OI SST Anomaly",1987,"degreesC"
-0.1185174373978,"american_lobster_gb_both","spring OI SST Anomaly",1987,"degreesC"
-1.00583933661663,"american_lobster_gb_both","summer OI SST Anomaly",1987,"degreesC"
-1.14247698900385,"american_lobster_gb_both","fall OI SST Anomaly",1987,"degreesC"
-0.792314985733614,"american_lobster_gb_both","winter OI SST Anomaly",1988,"degreesC"
-0.202312446333693,"american_lobster_gb_both","spring OI SST Anomaly",1988,"degreesC"
0.0516094420395703,"american_lobster_gb_both","summer OI SST Anomaly",1988,"degreesC"
-0.813427763073589,"american_lobster_gb_both","fall OI SST Anomaly",1988,"degreesC"
-0.362768304687338,"american_lobster_gb_both","winter OI SST Anomaly",1989,"degreesC"
-0.0584874672587006,"american_lobster_gb_both","spring OI SST Anomaly",1989,"degreesC"
0.0167666359681071,"american_lobster_gb_both","summer OI SST Anomaly",1989,"degreesC"
-0.458932269403414,"american_lobster_gb_both","fall OI SST Anomaly",1989,"degreesC"
-0.192490986818781,"american_lobster_gb_both","winter OI SST Anomaly",1990,"degreesC"
0.00810775361889426,"american_lobster_gb_both","spring OI SST Anomaly",1990,"degreesC"
1.13215198398622,"american_lobster_gb_both","summer OI SST Anomaly",1990,"degreesC"
-0.0116083443785922,"american_lobster_gb_both","fall OI SST Anomaly",1990,"degreesC"
0.267609094413078,"american_lobster_gb_both","winter OI SST Anomaly",1991,"degreesC"
0.381806774821898,"american_lobster_gb_both","spring OI SST Anomaly",1991,"degreesC"
