"X","Time","Var","Value","EPU"
805,2021.02,"gulf stream index",1.576990163,"All"
805,2021.02,"western gulf stream index",1.216057419,"All"
806,2021.03,"gulf stream index",1.402319915,"All"
806,2021.03,"western gulf stream index",1.682171256,"All"
807,2021.04,"gulf stream index",1.35382209,"All"
807,2021.04,"western gulf stream index",1.620766366,"All"
808,2021.05,"gulf stream index",1.519844114,"All"
808,2021.05,"western gulf stream index",1.294714139,"All"
809,2021.06,"gulf stream index",1.408358354,"All"
809,2021.06,"western gulf stream index",1.519067414,"All"
810,2021.07,"gulf stream index",1.054492672,"All"
810,2021.07,"western gulf stream index",0.887987952,"All"
811,2021.08,"gulf stream index",1.120843568,"All"
811,2021.08,"western gulf stream index",0.695200229,"All"
812,2021.09,"gulf stream index",1.335844889,"All"
812,2021.09,"western gulf stream index",1.541547141,"All"
813,2021.1,"gulf stream index",1.488927607,"All"
813,2021.1,"western gulf stream index",1.77824126,"All"
814,2021.11,"gulf stream index",1.401273719,"All"
814,2021.11,"western gulf stream index",1.569474361,"All"
815,2021.12,"gulf stream index",0.539771008,"All"
815,2021.12,"western gulf stream index",0.522413085,"All"
816,2022.01,"gulf stream index",0.85283508,"All"
816,2022.01,"western gulf stream index",0.990687344,"All"
817,2022.02,"gulf stream index",1.25245984,"All"
817,2022.02,"western gulf stream index",1.028956449,"All"
818,2022.03,"gulf stream index",1.440118912,"All"
818,2022.03,"western gulf stream index",2.088379972,"All"
819,2022.04,"gulf stream index",0.873298464,"All"
819,2022.04,"western gulf stream index",1.404271043,"All"
820,2022.05,"gulf stream index",1.592294041,"All"
820,2022.05,"western gulf stream index",1.405722428,"All"
821,2022.06,"gulf stream index",1.529880789,"All"
821,2022.06,"western gulf stream index",1.157379342,"All"
822,2022.07,"gulf stream index",1.37244646,"All"
822,2022.07,"western gulf stream index",0.268042068,"All"
823,2022.08,"gulf stream index",1.484081171,"All"
823,2022.08,"western gulf stream index",1.158666996,"All"
824,2022.09,"gulf stream index",1.458792629,"All"
824,2022.09,"western gulf stream index",1.517006573,"All"
825,2022.1,"gulf stream index",1.64620304,"All"
825,2022.1,"western gulf stream index",1.603461727,"All"
826,2022.11,"gulf stream index",1.421156526,"All"
826,2022.11,"western gulf stream index",1.507370547,"All"
827,2022.12,"gulf stream index",1.129522778,"All"
827,2022.12,"western gulf stream index",1.536964165,"All"
828,2023.01,"gulf stream index",0.771616199,"All"
828,2023.01,"western gulf stream index",1.178610774,"All"
829,2023.02,"gulf stream index",1.559458532,"All"
829,2023.02,"western gulf stream index",1.932922698,"All"
830,2023.03,"gulf stream index",1.006897929,"All"
830,2023.03,"western gulf stream index",1.922348237,"All"
831,2023.04,"gulf stream index",1.60718785,"All"
831,2023.04,"western gulf stream index",2.253994923,"All"
832,2023.05,"gulf stream index",-0.026587033,"All"
832,2023.05,"western gulf stream index",1.603072361,"All"
833,2023.06,"gulf stream index",1.064831381,"All"
833,2023.06,"western gulf stream index",2.964579828,"All"
834,2023.07,"gulf stream index",0.225359847,"All"
834,2023.07,"western gulf stream index",1.057115365,"All"
835,2023.08,"gulf stream index",-0.241714333,"All"
835,2023.08,"western gulf stream index",1.668910378,"All"
836,2023.09,"gulf stream index",-0.511170634,"All"
836,2023.09,"western gulf stream index",1.260232368,"All"
837,2023.1,"gulf stream index",0.180645088,"All"
837,2023.1,"western gulf stream index",0.692462765,"All"
838,2023.11,"gulf stream index",0.300378385,"All"
838,2023.11,"western gulf stream index",0.877904557,"All"
839,2023.12,"gulf stream index",-0.280722336,"All"
839,2023.12,"western gulf stream index",0.461631461,"All"
840,2024.01,"gulf stream index",-0.430420892,"All"
840,2024.01,"western gulf stream index",0.70996633,"All"
841,2024.02,"gulf stream index",-0.549313647,"All"
841,2024.02,"western gulf stream index",1.142801316,"All"
842,2024.03,"gulf stream index",0.251511602,"All"
842,2024.03,"western gulf stream index",1.767095278,"All"
843,2024.04,"gulf stream index",-0.620676475,"All"
843,2024.04,"western gulf stream index",1.298771725,"All"
844,2024.05,"gulf stream index",-0.167874633,"All"
844,2024.05,"western gulf stream index",1.16748235,"All"
845,2024.06,"gulf stream index",-0.488507055,"All"
845,2024.06,"western gulf stream index",1.595340847,"All"
846,2024.07,"gulf stream index",-0.184661005,"All"
846,2024.07,"western gulf stream index",1.618100919,"All"
847,2024.08,"gulf stream index",-1.303302023,"All"
847,2024.08,"western gulf stream index",0.559692735,"All"
848,2024.09,"gulf stream index",-1.334031172,"All"
848,2024.09,"western gulf stream index",0.114410668,"All"
849,2024.1,"gulf stream index",-0.677417713,"All"
849,2024.1,"western gulf stream index",0.373532379,"All"
850,2024.11,"gulf stream index",-0.790513706,"All"
850,2024.11,"western gulf stream index",0.678719427,"All"
