"StartDate","NARW_Occur","NARW_True_Tally","NARW_Suggested_Daily_Presence","PROJECT_DESCRIPTION","Fin_Occur","Humpback_Occur","Minke_Occur","Blue_Occur","Sei_Occur","Sei_Singles","Sei_Suggested_Daily_Presence","DeploymentStart","Site","Sperm_Occur","Dolphin_Occur","Porpoise_Occur","Full_Day","PROJECT_NAME","SITE_NAME","START_USABLE_DATA_DATETIME_UTC","START_USABLE_DATE_EST","END_USABLE_DATA_DATETIME_UTC","END_USABLE_DATE_EST","ITEM_DESCRIPTION","LATITUDE_DDG_DEPLOYMENT","LONGITUDE_DDG_DEPLOYMENT","DataStart","DataEnd"
2020-02-02,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-03,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-04,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-05,1,3,"","NEFSC_MA-RI_202001_NS01","1",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-06,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-07,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-08,0,NA,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-09,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-10,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-11,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,2,"2:51:43","YES",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-12,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,2,"5:09:16","YES",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-13,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-14,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-15,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-16,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-17,1,3,"","NEFSC_MA-RI_202001_NS01","1",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-18,1,3,"","NEFSC_MA-RI_202001_NS01","1",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-19,1,3,"","NEFSC_MA-RI_202001_NS01","1",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-20,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-21,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-22,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-23,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-24,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-25,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-26,1,3,"","NEFSC_MA-RI_202001_NS01","1",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-27,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-28,2,NA,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-02-29,2,NA,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-01,2,1,"YES","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-02,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-03,2,1,"YES","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-04,2,NA,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-05,0,NA,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-06,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-07,0,NA,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-08,0,NA,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-09,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-10,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-11,0,NA,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-12,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-13,0,NA,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-14,0,NA,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-15,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-16,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-17,1,3,"","NEFSC_MA-RI_202001_NS01","0",0,0,0,1,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-18,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,1,0,2,"18:07:09","YES",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-19,0,NA,"","NEFSC_MA-RI_202001_NS01","1",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-20,0,NA,"","NEFSC_MA-RI_202001_NS01","1",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-21,0,NA,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-22,0,NA,"","NEFSC_MA-RI_202001_NS01","1",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-23,0,NA,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-24,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-25,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-26,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-27,1,3,"","NEFSC_MA-RI_202001_NS01","0",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-03-28,0,NA,"","NEFSC_MA-RI_202001_NS01","1",NA,0,0,1,"","",NA,NA,NA,NA,NA,NA,"NEFSC_MA-RI_202001","NS01","1/23/2020 2:00:00.000000 PM",2020-01-23 09:00:00,"3/28/2020 4:00:00.000000 PM",2020-03-28 11:00:00,"SoundTrap500","41.03389","-70.34139",2020-01-23,2020-03-28
2020-01-23,1,3,NA,"NEFSC_MA-RI_202001_NS02","0",1,0,0,0,"","",1,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202001","NS02","1/23/2020 5:00:00.000000 PM",2020-01-23 12:00:00,"3/28/2020 1:30:00.000000 PM",2020-03-28 08:30:00,"SoundTrap500","40.73645","-70.01428",2020-01-23,2020-03-28
2020-01-24,1,3,NA,"NEFSC_MA-RI_202001_NS02","2",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202001","NS02","1/23/2020 5:00:00.000000 PM",2020-01-23 12:00:00,"3/28/2020 1:30:00.000000 PM",2020-03-28 08:30:00,"SoundTrap500","40.73645","-70.01428",2020-01-23,2020-03-28
2020-01-25,1,3,NA,"NEFSC_MA-RI_202001_NS02","2",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202001","NS02","1/23/2020 5:00:00.000000 PM",2020-01-23 12:00:00,"3/28/2020 1:30:00.000000 PM",2020-03-28 08:30:00,"SoundTrap500","40.73645","-70.01428",2020-01-23,2020-03-28
2020-01-26,1,3,NA,"NEFSC_MA-RI_202001_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202001","NS02","1/23/2020 5:00:00.000000 PM",2020-01-23 12:00:00,"3/28/2020 1:30:00.000000 PM",2020-03-28 08:30:00,"SoundTrap500","40.73645","-70.01428",2020-01-23,2020-03-28
2020-01-27,1,3,NA,"NEFSC_MA-RI_202001_NS02","0",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202001","NS02","1/23/2020 5:00:00.000000 PM",2020-01-23 12:00:00,"3/28/2020 1:30:00.000000 PM",2020-03-28 08:30:00,"SoundTrap500","40.73645","-70.01428",2020-01-23,2020-03-28
2020-01-28,1,3,NA,"NEFSC_MA-RI_202001_NS02","0",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202001","NS02","1/23/2020 5:00:00.000000 PM",2020-01-23 12:00:00,"3/28/2020 1:30:00.000000 PM",2020-03-28 08:30:00,"SoundTrap500","40.73645","-70.01428",2020-01-23,2020-03-28
2020-01-29,1,3,NA,"NEFSC_MA-RI_202001_NS02","0",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202001","NS02","1/23/2020 5:00:00.000000 PM",2020-01-23 12:00:00,"3/28/2020 1:30:00.000000 PM",2020-03-28 08:30:00,"SoundTrap500","40.73645","-70.01428",2020-01-23,2020-03-28
