"","Entity.Name","Jurisdiction","FMP","Science Center","Stock Area","Assessment.Year","Last Data Year","F Year","Estimated.F","Flimit","Fmsy","F/Flimit","F.Fmsy","Ftarget","F/Ftarget","B Year","Estimated.B","B Unit","Blimit","Bmsy","B/Blimit","B.Bmsy"
"383","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Cape Cod / Gulf of Maine",2012,2010,2010,0.360000014305115,0.259999990463257,0.259999990463257,1.38499999046326,1.38499999046326,0.257999986410141,1.39499998092651,2010,1680,"mt",3540,7080,0.474999994039536,0.237000003457069
"384","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Cape Cod / Gulf of Maine",2015,2014,2014,0.639999985694885,0.279000014066696,0.279000014066696,1.38499999046326,2.28999996185303,NA,NA,2014,857,"mt",2629,5259,0.32600000500679,0.159999996423721
"385","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Cape Cod / Gulf of Maine",2017,2016,2016,0.314000010490417,0.273000001907349,0.273000001907349,1.14999997615814,1.14999997615814,NA,NA,2016,1191,"mt",2320,4640,0.513000011444092,0.256999999284744
"386","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Cape Cod / Gulf of Maine",2019,2018,2018,0.0920000001788139,0.319999992847443,0.319999992847443,0.287999987602234,0.287999987602234,NA,NA,2018,2125,"Metric Tons",1720,3439,1.23500001430511,0.617999970912933
"387","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Cape Cod / Gulf of Maine",2022,2021,2021,0.104000002145767,0.319999992847443,0.319999992847443,0.323000013828278,0.323000013828278,NA,NA,2021,3058,"Metric Tons",1534,3068,1.99300003051758,0.996999979019165
"388","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2005,2004,2004,1.19000005722046,0.25,0.25,4.76000022888184,4.76000022888184,0.25,4.76000022888184,2004,15700,"mt",29400,58800,0.533999979496002,0.266999989748001
"389","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2008,2007,2007,0.289000004529953,0.25,0.25,1.15600001811981,1.15600001811981,NA,NA,2007,9527,"mt",21600,43200,0.441000014543533,0.221000000834465
"390","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2009,2008,2008,NA,0.25,0.25,NA,NA,NA,NA,2008,NA,"mt",21600,43200,NA,NA
"391","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2010,2009,2009,0.150000005960464,0.25,0.25,0.600000023841858,0.600000023841858,NA,NA,2009,14000,"mt",21600,43200,0.648000001907349,0.324000000953674
"392","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2011,2010,2010,0.129999995231628,0.25,0.25,0.519999980926514,0.519999980926514,NA,NA,2010,8800,"mt",21600,43200,0.407000005245209,0.203999996185303
"393","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2012,2011,2011,0.310000002384186,0.25,0.25,1.24000000953674,1.24000000953674,NA,NA,2011,4600,"mt",21600,43200,0.212999999523163,0.105999998748302
"394","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2013,2012,2012,0.779999971389771,0.25,0.25,3.11999988555908,3.11999988555908,NA,NA,2012,869,"mt",NA,NA,NA,NA
"395","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2014,2013,2013,218,NA,NA,NA,NA,NA,NA,2013,2213,"mt",NA,NA,NA,NA
"396","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2015,2014,2014,0.0710000023245811,0.25,0.25,0.284000009298325,0.284000009298325,NA,NA,2014,2240,"mt",NA,NA,NA,NA
"397","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2016,2016,2014,0.0500000007450581,0.25,0.25,0.200000002980232,0.200000002980232,NA,NA,2016,1532,"mt",NA,NA,NA,NA
"398","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2017,2016,2016,0.00999999977648258,NA,NA,NA,NA,0.0700000002980232,0.14300000667572,2016,3118,"Metric Tons",NA,NA,NA,NA
"399","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2018,2017,2017,0.0299999993294477,NA,NA,NA,NA,0.100000001490116,0.300000011920929,2017,1126,"Matric Tons",NA,NA,NA,NA
"400","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2019,2018,2017,92,300,NA,0.307000011205673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2020,2020,2019,8,199,199,0.0399999991059303,0.0399999991059303,140,0.0570000000298023,2020,2077,"Metric Tons",NA,NA,NA,NA
"402","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2021,2020,2020,14,125,125,0.0700000002980232,0.0869999974966049,162,0.0759999975562096,2021,2679,"Metric Tons",NA,NA,NA,NA
"403","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2022,2022,2021,49,105,105,0.467000007629395,0.467000007629395,125,0.391999989748001,2022,1500,"Metric Tons",NA,NA,NA,NA
"404","Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2023,2023,2022,11,122,122,0.0900000035762787,0.0900000035762787,NA,NA,2023,917,"Metric Tons",NA,NA,NA,NA
"405","Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2005,2004,2004,0.990000009536743,NA,0.259999990463257,NA,3.80800008773804,0.370000004768372,2.67600011825562,2004,695,"mt",34750,69500,0.0199999995529652,0.00999999977648258
"406","Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2008,2007,2007,0.412999987602234,0.25,0.25,1.65199995040894,1.65199995040894,NA,NA,2007,3508,"mt",13700,27400,0.256000012159348,0.128000006079674
"407","Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2012,2011,2011,0.119999997317791,0.316000014543533,0.316000014543533,0.379999995231628,0.379999995231628,NA,NA,2011,3873,"mt",1497,2995,2.58699989318848,1.29299998283386
"408","Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2015,2014,2014,1.63999998569489,0.349000006914139,0.349000006914139,4.69999980926514,4.69999980926514,NA,NA,2014,502,"mt",979,1959,0.875,0.259999990463257
"409","Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2017,2016,2016,1.0900000333786,0.340000003576279,0.340000003576279,3.20600008964539,3.20600008964539,NA,NA,2016,152,"mt",930,1860,0.163000002503395,0.0820000022649765
"410","Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2019,2018,2018,0.25900000333786,0.354999989271164,0.354999989271164,0.730000019073486,0.730000019073486,NA,NA,2018,90,"Metric Tons",890,1779,0.101000003516674,0.0509999990463257
"411","Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2022,2021,2021,0.0820000022649765,0.349000006914139,0.349000006914139,0.234999999403954,0.234999999403954,NA,NA,2021,70,"Metric Tons",857.5,1715,0.0820000022649765,0.0410000011324883
"412","Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Gulf of Maine / Northern Georges Bank",2005,2003,NA,NA,NA,NA,NA,NA,NA,NA,2003,2.02500009536743,"kg/Tow",1.25,2.49600005149841,1.62000000476837,0.810000002384186
"413","Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Gulf of Maine / Northern Georges Bank",2006,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479999989271164
"414","Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Gulf of Maine / Northern Georges Bank",2007,2006,2006,0.0900000035762787,0.310000002384186,0.310000002384186,0.28999999165535,0.28999999165535,0.180000007152557,0.5,2006,118700,"mt",65200,92200,1.82000005245209,1.28999996185303
"415","Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Gulf of Maine / Northern Georges Bank",2010,2009,2009,0.100000001490116,0.430000007152557,0.430000007152557,0.232999995350838,0.232999995350838,NA,NA,2009,66062,"mt",26465,52930,2.49600005149841,1.24800002574921
"416","Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Gulf of Maine / Northern Georges Bank",2013,2011,2011,0.0799999982118607,0.439999997615814,0.439999997615814,0.181999996304512,0.181999996304512,NA,NA,2011,60500,"mt",23037,46074,2.62599992752075,1.31299996376038
"417","Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Gulf of Maine / Northern Georges Bank",2016,2015,2015,4628,17805,NA,0.259999990463257,NA,NA,NA,2015,24814,"Metric Tons",NA,NA,NA,NA
"418","Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Gulf of Maine / Northern Georges Bank",2019,2018,2018,8115,17805,NA,0.456000000238419,NA,NA,NA,2018,140801,"Metric Tons",NA,NA,NA,NA
"419","Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Gulf of Maine / Northern Georges Bank",2022,2021,2021,5923,NA,NA,NA,NA,NA,NA,2021,0.828999996185303,"Index Change Rate",NA,NA,NA,NA
"420","Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Southern Georges Bank / Mid-Atlantic",2005,2003,NA,NA,NA,NA,NA,NA,NA,NA,2003,0.930000007152557,NA,0.930000007152557,1.84800004959106,1,0.503000020980835
"421","Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Southern Georges Bank / Mid-Atlantic",2006,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419999986886978
"422","Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Southern Georges Bank / Mid-Atlantic",2007,2006,2006,0.119999997317791,0.400000005960464,0.400000005960464,0.300000011920929,0.300000011920929,0.310000002384186,0.389999985694885,2006,135500,"mt",96400,122500,1.4099999666214,1.11000001430511
"423","Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Southern Georges Bank / Mid-Atlantic",2010,2009,2009,0.0700000002980232,0.46000000834465,0.46000000834465,0.151999995112419,0.151999995112419,NA,NA,2009,131218,"mt",37245,74490,3.52300000190735,1.76199996471405
"424","Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Southern Georges Bank / Mid-Atlantic",2013,2011,2011,0.109999999403954,0.370000004768372,0.370000004768372,0.296999990940094,0.296999990940094,NA,NA,2011,111100,"mt",35834,71667,3.09999990463257,1.54999995231628
"425","Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Southern Georges Bank / Mid-Atlantic",2016,2015,2015,5848,23204,NA,0.252000004053116,NA,NA,NA,2015,12197,"Metric Tons",NA,NA,NA,NA
"426","Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Southern Georges Bank / Mid-Atlantic",2019,2018,2018,9615,23204,NA,0.414000004529953,NA,NA,NA,2018,26619,"Metric Tons",NA,NA,NA,NA
"427","Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Southern Georges Bank / Mid-Atlantic",2022,2021,2021,4346,NA,NA,0.414000004529953,NA,NA,NA,2021,0.646000027656555,"Index Change Rate",NA,NA,NA,NA
"428","Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Atlantic Coast",2006,2006,2005,0.128000006079674,0.389999985694885,NA,0.330000013113022,NA,0.0299999993294477,4.26700019836426,2005,106000,"mt",1e+05,NA,1.05999994277954,NA
"429","Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Atlantic Coast",2010,2008,2008,0.109999999403954,0.324999988079071,0.324999988079071,0.337999999523163,0.337999999523163,NA,NA,2009,163256,"Metric Tons",79644,159288,2.04999995231628,1.02499997615814
"430","Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Atlantic Coast",2011,2010,2010,0.0930000022053719,0.244000002741814,0.244000002741814,0.381000012159348,0.381000012159348,NA,NA,2011,169415,"Metric Tons",79644,159288,2.12700009346008,1.06400001049042
"431","Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Atlantic Coast",2013,2012,2012,0.149000003933907,0.244000002741814,0.244000002741814,0.611000001430511,0.611000001430511,NA,NA,2012,215744,"Metric Tons",79644,159288,2.70900011062622,1.35399997234344
"432","Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Atlantic Coast",2015,2014,2014,0.214000001549721,0.244000002741814,0.244000002741814,0.876999974250793,0.876999974250793,NA,NA,2015,138997,"Metric Tons",79644,159288,1.74500000476837,0.873000025749207
"433","Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Atlantic Coast",2018,2017,2017,0.202000007033348,NA,0.244000002741814,NA,0.828000009059906,NA,NA,2018,106.800003051758,"thousand mt (female biomass only)",79.5999984741211,159.300003051758,1.34200000762939,0.670000016689301
"434","Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Atlantic Coast",2023,2022,2022,0.0199999995529652,0.025000000372529,0.025000000372529,0.800000011920929,0.800000011920929,NA,NA,2022,190.800003051758,"Million Pups",94,188,2.02999997138977,1.01499998569489
