,year.month,GSI,WGSI
173,1968.06,-0.785623692,-1.866692221
174,1968.07,-0.158876513,-0.862214427
175,1968.08,0.162427269,-0.231418475
176,1968.09,0.705031886,0.262897273
177,1968.10,-0.136778533,-1.290201999
178,1968.11,-0.234505697,-0.85805261
179,1968.12,0.05606482,0.157687594
180,1969.01,-0.149745622,-0.055814634
181,1969.02,-0.943595041,-0.656627552
182,1969.03,-1.094236465,-1.120555777
183,1969.04,-0.704353793,-0.328860762
184,1969.05,-1.349507743,-1.251652365
185,1969.06,-1.074095387,-0.815448156
186,1969.07,-1.684186388,-2.603453274
187,1969.08,-0.35080331,-0.875478694
188,1969.09,-0.914809781,-1.176124608
189,1969.10,-0.995350919,-1.34032912
190,1969.11,-1.327199796,-0.193422345
191,1969.12,-0.645312689,-0.942023667
192,1970.01,-0.304336123,-0.240168898
193,1970.02,-1.174974255,-1.528626282
194,1970.03,-1.281756767,-1.116493708
195,1970.04,-1.315679929,-0.230321354
196,1970.05,-1.220579342,-0.720747354
197,1970.06,-0.941257508,-0.260518567
198,1970.07,-1.32172331,-1.275052063
199,1970.08,-1.578985581,-2.087046317
200,1970.09,-0.744857674,-0.718152133
201,1970.10,-0.786689946,-1.139690404
202,1970.11,-0.807567864,-1.028452253
203,1970.12,-0.995741807,-0.673558662
204,1971.01,-2.131256219,-1.418087826
205,1971.02,-2.125133314,-1.3163946
206,1971.03,-0.997981653,-0.699245687
207,1971.04,-1.166729964,-0.834744689
208,1971.05,-0.90972235,-1.316931597
209,1971.06,-1.536626424,-2.347192127
210,1971.07,-1.115777371,-1.114564935
211,1971.08,-1.017561326,-0.980973649
212,1971.09,-0.083983548,0.474192851
213,1971.10,-0.748432633,-0.194714445
214,1971.11,-0.406091339,0.028862475
215,1971.12,-0.282882646,-0.136101299
216,1972.01,-0.133147112,0.281669543
217,1972.02,-1.01602408,-0.556863094
218,1972.03,0.064774853,-0.427055985
219,1972.04,-0.260347574,-0.027869158
220,1972.05,0.323737279,0.741191059
221,1972.06,-0.100891422,0.005655198
222,1972.07,-0.190408654,0.063308788
223,1972.08,-0.233249922,-0.541967749
224,1972.09,-0.011298209,-0.487484987
225,1972.10,-0.310051505,-0.955268057
226,1972.11,0.522654271,-0.019673471
227,1972.12,0.137585319,0.726312525
228,1973.01,-0.055469516,0.411423233
229,1973.02,-0.310933203,0.723584388
230,1973.03,0.055967029,0.468449023
231,1973.04,0.217755325,0.51015296
232,1973.05,-0.063859104,0.509235186
233,1973.06,-0.007591829,-0.390072475
234,1973.07,0.202622792,-0.091215793
235,1973.08,0.349358634,1.238896898
236,1973.09,-0.23453839,-0.094185
237,1973.10,0.091330593,0.411616152
238,1973.11,-0.203781723,0.410910419
239,1973.12,0.868927409,1.427598783
240,1974.01,0.587980464,0.458038685
241,1974.02,1.350131533,0.749152588
242,1974.03,0.786587017,0.55632078
243,1974.04,1.668501139,2.133783936
244,1974.05,0.589853399,0.892530661
245,1974.06,0.87661507,0.992251798
246,1974.07,0.205929474,0.748391674
247,1974.08,0.205158704,0.146725499
248,1974.09,-0.333571686,0.394786644
249,1974.10,-0.923891046,-1.448247124
250,1974.11,0.990233333,-0.552183533
251,1974.12,1.657112965,0.641281342
252,1975.01,0.470598789,0.163596631
253,1975.02,0.139238734,-0.638907552
254,1975.03,0.174355133,0.278441983
255,1975.04,-0.000484586,0.396692374
256,1975.05,-0.704321615,-0.532469081
257,1975.06,-0.190681236,0.781102371
258,1975.07,-0.037013885,0.677998732
259,1975.08,-1.23179801,-1.067738015
260,1975.09,-0.269640844,-1.60096081
261,1975.10,0.925619563,-0.133892527
262,1975.11,-0.020399974,-1.006000453
263,1975.12,0.213134838,-0.626055598
264,1976.01,0.28020567,-0.25715819
265,1976.02,0.491351694,0.169074528
266,1976.03,0.317812972,0.713555375
267,1976.04,0.382886867,0.373624527
268,1976.05,0.972359221,0.238801675
269,1976.06,1.282540217,0.932565263
270,1976.07,1.006066835,0.649476394
271,1976.08,0.716877649,-0.173884111
272,1976.09,0.207838865,-0.674915669
273,1976.10,0.583423321,-0.526051062
274,1976.11,0.161000301,-0.565107379
275,1976.12,-0.405155629,-1.448289493
276,1977.01,0.497325962,-0.163548143
277,1977.02,1.345401518,2.451093527
278,1977.03,0.457155703,-0.272344326
279,1977.04,0.652404309,-0.126310419
280,1977.05,0.093252826,-0.46708812
281,1977.06,0.606669704,-0.078825663
282,1977.07,0.926039336,0.870081816
283,1977.08,-0.0158363,0.314875605
284,1977.09,0.245389678,-0.761738072
285,1977.10,-1.555708628,-0.640563835
286,1977.11,-0.302160186,-0.619707936
287,1977.12,0.210135367,0.596869852
288,1978.01,-0.866977312,-0.058107875
289,1978.02,-0.920497089,-0.704999496
290,1978.03,-0.649747382,-0.749243507
291,1978.04,-0.31668154,-0.81658425
292,1978.05,-0.339985231,-1.03237026
293,1978.06,-1.340440082,-1.406094689
294,1978.07,-1.267215553,-1.187510557
295,1978.08,-0.363377707,-0.065261942
296,1978.09,-0.283159832,-1.305572247
297,1978.10,-0.114917446,-0.674494214
298,1978.11,-0.106527791,-0.050760576
299,1978.12,0.638995958,0.257002769
300,1979.01,0.328280565,-0.555773862
301,1979.02,-0.104856639,-1.02664665
302,1979.03,-0.319214029,-0.62975379
303,1979.04,0.513621574,0.241603748
304,1979.05,-0.65395488,-0.452364726
305,1979.06,-0.784550435,-0.519818088
306,1979.07,-0.913279396,-1.023894354
307,1979.08,-0.942878914,-0.971474524
308,1979.09,-0.652265821,-0.326198717
309,1979.10,0.149882407,0.569463833
310,1979.11,0.260437515,-0.220981378
311,1979.12,-0.022474556,0.194223921
312,1980.01,0.526156089,0.919345597
313,1980.02,0.041600985,-0.187572379
314,1980.03,-0.1484599,-0.292540396
315,1980.04,-0.02891054,0.149419942
316,1980.05,-0.327113162,-0.389557649
317,1980.06,-0.193071921,-1.088289162
318,1980.07,0.396650635,0.054976748
319,1980.08,0.207529458,-0.832405682
320,1980.09,-0.025344361,-0.005772953
321,1980.10,-0.781250398,-0.641131219
322,1980.11,0.207354683,0.010297916
323,1980.12,-0.210266411,0.257934614
324,1981.01,0.137182977,0.388724316
325,1981.02,-0.552569229,0.053662632
326,1981.03,-0.138356973,-0.604303362
327,1981.04,-0.749909494,-0.939796299
328,1981.05,-0.892618717,-0.902424478
329,1981.06,-0.622051772,-0.728122694
330,1981.07,-0.859754202,-0.175761905
331,1981.08,-0.956848201,-0.135056218
332,1981.09,0.213649133,-0.080157733
333,1981.10,-1.046568663,-0.446180074
334,1981.11,-1.082718965,-0.794024964
335,1981.12,-0.688939919,-1.048301454
336,1982.01,-0.957151197,-1.778712955
337,1982.02,-1.366753419,-1.562704319
338,1982.03,-0.198623319,0.249094418
339,1982.04,-0.30708665,1.337131674
340,1982.05,-0.506707901,-0.409816217
341,1982.06,-1.112816926,-0.850009307
342,1982.07,-1.029128468,-0.784685754
343,1982.08,-0.071811954,0.096706608
344,1982.09,-0.011589524,-0.006169935
345,1982.10,-0.27622672,0.737360407
346,1982.11,0.226116981,-0.033725138
347,1982.12,0.158542588,-0.509895956
348,1983.01,-0.057867868,0.176409556
349,1983.02,-0.02762904,-0.287439344
350,1983.03,-0.513061187,-0.606093429
351,1983.04,-0.104250408,0.380721915
352,1983.05,0.133229681,0.107161066
353,1983.06,0.098131547,-0.040049841
354,1983.07,-0.500231028,-1.104789556
355,1983.08,-0.821838816,-1.723147293
356,1983.09,-0.693535214,-0.574442938
357,1983.10,-0.73479032,-0.860486938
358,1983.11,0.161425216,0.490117679
359,1983.12,-0.20463274,0.416797837
360,1984.01,-0.913686144,-0.016994043
361,1984.02,-0.125457472,-0.049867325
362,1984.03,0.356517924,0.437093182
363,1984.04,0.666202154,-0.822523743
364,1984.05,-0.131175152,-0.306582732
365,1984.06,0.509664062,0.351004694
366,1984.07,0.376996672,-1.022739859
367,1984.08,0.650901809,-0.324996566
368,1984.09,0.534539473,0.234647142
369,1984.10,0.837111722,0.983995357
370,1984.11,0.81068767,1.565256287
371,1984.12,1.113553069,1.086192752
372,1985.01,1.242708989,1.3956352
373,1985.02,0.350529728,0.350589626
374,1985.03,0.617540739,0.673172344
375,1985.04,0.385881149,0.706312433
376,1985.05,0.062316229,0.928689587
377,1985.06,1.335580594,1.192026625
378,1985.07,0.858619582,1.166339755
379,1985.08,0.561612804,1.156733084
380,1985.09,0.607515923,0.378722628
381,1985.10,1.142074301,0.892270814
382,1985.11,0.466555834,0.553184422
383,1985.12,-0.119925354,0.769100783
384,1986.01,0.417906915,0.349848341
385,1986.02,0.332392565,0.924394874
386,1986.03,-0.711237662,0.622874668
387,1986.04,1.121273857,1.486401639
388,1986.05,0.464255965,0.575061806
389,1986.06,0.62716703,1.269222387
390,1986.07,-0.573467638,0.256492386
391,1986.08,0.057513842,0.560319551
392,1986.09,-0.52023793,-0.492659752
393,1986.10,0.173847806,-0.029571236
394,1986.11,0.686622255,-0.042535072
395,1986.12,-0.182070014,-0.526305864
396,1987.01,0.132973473,0.49861912
397,1987.02,-1.3831838,-0.234564665
398,1987.03,-1.669011028,-0.206518426
399,1987.04,-0.788080516,0.340205023
400,1987.05,-0.533362901,0.668444421
401,1987.06,-0.554060673,-0.101674186
402,1987.07,-0.446473276,-0.173865216
403,1987.08,-0.523711163,-0.601115675
404,1987.09,-0.611394236,-0.617363429
405,1987.10,0.127226987,0.490426588
406,1987.11,-0.758896539,-0.097936944
407,1987.12,-1.417035412,-0.495236031
408,1988.01,-0.433682789,0.119625642
409,1988.02,-0.585842952,-0.447749977
410,1988.03,-1.272900569,-1.392411651
411,1988.04,-1.409270621,-1.834568988
412,1988.05,-0.620549338,-0.081511256
413,1988.06,-0.676733064,-1.029353205
414,1988.07,-1.131664855,-1.732759688
415,1988.08,-0.237897774,0.229237344
416,1988.09,0.619866931,1.677914055
417,1988.10,-0.089654189,0.404095577
418,1988.11,-0.387554536,-0.208838185
419,1988.12,-1.579507263,-1.291100287
420,1989.01,-1.495472508,-1.505400903
421,1989.02,-1.339415489,-0.430020002
422,1989.03,-1.35523613,-0.741265589
423,1989.04,-0.223839263,-0.167312127
424,1989.05,-0.724046239,0.241286652
425,1989.06,-0.868634682,-0.931022785
426,1989.07,-1.28553851,-0.494654985
427,1989.08,-0.065408757,0.231090195
428,1989.09,-0.743692421,-1.668121905
429,1989.10,-1.075677737,-1.812849454
430,1989.11,-1.011339512,-1.830048618
431,1989.12,-0.61317824,-1.595250067
432,1990.01,-0.157829138,-0.827174885
433,1990.02,-0.755038084,-0.622669084
434,1990.03,0.469111332,0.294185779
435,1990.04,0.812080258,-0.055610152
436,1990.05,-0.253173663,-1.461455133
437,1990.06,-1.084717308,-1.376506744
438,1990.07,-0.398738984,-1.331648046
439,1990.08,1.322845933,0.899421828
440,1990.09,-0.675971263,-0.454783854
441,1990.10,-0.290191141,-1.236938089
442,1990.11,0.248516003,-0.174590918
443,1990.12,1.126275221,0.765483374
444,1991.01,0.447972771,-0.173820304
445,1991.02,1.524812814,0.520549918
446,1991.03,1.059059098,0.837292431
447,1991.04,1.033975355,0.774472121
448,1991.05,1.71486459,1.176723874
449,1991.06,0.877279434,0.674939136
450,1991.07,0.948017332,1.399517082
451,1991.08,-0.040512449,1.338144533
452,1991.09,-1.100993901,-0.034832059
453,1991.10,1.180017387,1.900780617
454,1991.11,1.134249396,-0.074855021
455,1991.12,0.599603986,-0.066295969
456,1992.01,1.55611521,1.752205965
457,1992.02,0.76411389,-0.427517247
458,1992.03,0.297943097,0.334551386
459,1992.04,-0.340614921,-1.133925141
460,1992.05,0.23816442,-0.217247563
461,1992.06,0.516526483,0.260495833
462,1992.07,0.401585534,-0.566400106
463,1992.08,0.085941169,-1.10170577
464,1992.09,0.366793997,-0.98133909
465,1992.10,-0.871780569,-0.877296881
466,1992.11,-0.214813366,-0.316974222
467,1992.12,0.12538028,-0.719585017
468,1993.01,-0.168748863,-1.190936198
469,1993.02,1.189271835,0.167156775
470,1993.03,0.981742307,0.158522375
471,1993.04,-0.368048569,-2.000154059
472,1993.05,0.748654643,-0.578029902
473,1993.06,0.52321389,-0.576021774
474,1993.07,0.964922058,0.521884893
475,1993.08,0.924544804,-0.002032071
476,1993.09,0.499173969,0.042107863
477,1993.10,0.783951788,0.592249177
478,1993.11,0.006392487,-0.689848874
479,1993.12,0.484881382,-0.574915347
480,1994.01,0.404135896,0.53954196
481,1994.02,-0.073068834,1.620270958
482,1994.03,-0.032035263,0.98884382
483,1994.04,1.141444394,0.459215433
484,1994.05,1.219403552,0.335958678
485,1994.06,0.860990861,1.082312918
486,1994.07,0.637360088,0.858333684
487,1994.08,1.326071132,1.561271295
488,1994.09,1.044850247,1.108899038
489,1994.10,0.623005911,0.620787669
490,1994.11,0.547672582,1.146318444
491,1994.12,1.549037721,1.36462589
492,1995.01,0.998739183,0.30619373
493,1995.02,1.609862436,0.734260227
494,1995.03,1.43066553,1.638609237
495,1995.04,1.439006577,1.430500328
496,1995.05,1.676370058,1.495233648
497,1995.06,1.13908446,1.277233539
498,1995.07,0.91194327,1.130269068
499,1995.08,0.640656864,1.617834896
500,1995.09,0.101290859,0.658986288
501,1995.10,0.690483862,0.4895198
502,1995.11,0.83416581,1.275388904
503,1995.12,0.335947212,0.513241654
504,1996.01,-0.848604731,-0.196306799
505,1996.02,-0.250112804,0.427889606
506,1996.03,0.51319468,0.304505816
507,1996.04,0.307213876,-0.14410805
508,1996.05,-0.589084203,-0.77042023
509,1996.06,-0.468089082,-0.085119815
510,1996.07,-0.416874188,-0.638893755
511,1996.08,-0.097626765,-0.027932447
512,1996.09,-0.469947301,-0.499167067
513,1996.10,-0.868057895,-0.761397285
514,1996.11,-0.754014332,-0.924974206
515,1996.12,-1.95649433,-2.09958216
516,1997.01,-0.267724527,-0.364110195
517,1997.02,-0.617651356,-0.768498563
518,1997.03,-0.710526602,-0.481144243
519,1997.04,0.181075164,-0.071509254
520,1997.05,-0.367054242,-0.154395372
521,1997.06,-0.669772123,-0.197737567
522,1997.07,-0.653047167,-0.402249777
523,1997.08,-0.159168082,-0.178663918
524,1997.09,0.422064207,0.35414621
525,1997.10,-1.23321952,-0.97854426
526,1997.11,-0.910388487,0.199231023
527,1997.12,-0.441124246,0.093815749
528,1998.01,-0.488788403,1.391103436
529,1998.02,-1.506625519,0.455941841
530,1998.03,-1.342559972,-0.660413765
531,1998.04,-1.287329245,-0.95686623
532,1998.05,-0.145547153,-0.728047525
533,1998.06,-0.533531322,-0.896389044
534,1998.07,-0.323908223,-0.996927037
535,1998.08,-0.064366563,-0.761228032
536,1998.09,-0.007971579,-0.690814248
537,1998.10,0.176000618,-1.127909638
538,1998.11,0.426482218,-0.871269478
539,1998.12,1.501458164,0.517078188
540,1999.01,1.105808871,-0.074543432
541,1999.02,1.798556525,1.030681032
542,1999.03,1.068508676,-0.08882136
543,1999.04,1.499733514,0.335336529
544,1999.05,1.703389001,0.950198833
545,1999.06,1.811905111,1.437531249
546,1999.07,1.231187264,1.26943384
547,1999.08,0.482359232,0.279328889
548,1999.09,0.872040296,0.695510521
549,1999.10,1.331562005,1.392518539
550,1999.11,0.560049823,0.983181868
551,1999.12,-0.475311133,-0.18039518
552,2000.01,0.494015291,0.441889964
553,2000.02,0.528422141,0.074123145
554,2000.03,0.573244574,-0.475897752
555,2000.04,0.4704344,-0.713479191
556,2000.05,1.14273098,1.702567188
557,2000.06,0.579803006,1.256951893
558,2000.07,0.391046088,0.896886829
559,2000.08,1.217393817,2.089404225
560,2000.09,0.589120485,1.288364515
561,2000.10,1.385511417,2.263810925
562,2000.11,1.204866864,2.29499301
563,2000.12,0.664953283,0.452275929
564,2001.01,-0.561497865,0.611338552
565,2001.02,-0.655334781,0.777029648
566,2001.03,0.314963104,1.017901707
567,2001.04,0.297552288,0.240203949
568,2001.05,-0.089285689,0.592396664
569,2001.06,0.477261919,1.344744826
570,2001.07,0.472280879,0.640317507
571,2001.08,-0.69574832,0.634126354
572,2001.09,-0.01299465,0.782760485
573,2001.10,0.745162781,0.810735961
574,2001.11,1.077885802,1.197985294
575,2001.12,2.193585122,2.242445086
576,2002.01,1.547163201,0.482691808
577,2002.02,1.115025643,1.398217679
578,2002.03,1.396611492,1.329415172
579,2002.04,1.082856957,1.150366651
580,2002.05,1.71680333,0.406465181
581,2002.06,1.286547043,0.300722071
582,2002.07,1.876277132,1.805229487
583,2002.08,1.042106539,1.732267927
584,2002.09,0.05845287,0.646005802
585,2002.10,1.477240675,1.267406457
586,2002.11,1.351966015,1.483659302
587,2002.12,1.578808358,2.536131492
588,2003.01,0.860756965,0.176949964
589,2003.02,0.316167719,-1.067374272
590,2003.03,0.034821621,-0.27158503
591,2003.04,-0.011966172,0.098678939
592,2003.05,-0.01704304,-0.247030232
593,2003.06,0.166323695,0.301921562
594,2003.07,0.247447241,0.059816806
595,2003.08,0.126272761,0.075599117
596,2003.09,0.040969379,0.465089724
597,2003.10,0.567165902,0.845473011
598,2003.11,-0.236666178,0.040689915
599,2003.12,0.161104189,0.041449621
600,2004.01,0.159642948,-0.523152565
601,2004.02,-0.166507398,-1.081480755
602,2004.03,-0.32930231,-0.154270598
603,2004.04,-0.456647789,-0.396343698
604,2004.05,0.10730248,0.275218399
605,2004.06,-0.027275367,0.515303277
606,2004.07,-0.394934901,-0.114642038
607,2004.08,-0.615826551,-0.431419768
608,2004.09,-0.228220068,-0.346209528
609,2004.10,-0.355260589,-0.376146526
610,2004.11,-0.842443735,-0.423248139
611,2004.12,-0.473294373,0.231926694
612,2005.01,-0.479179142,0.101950837
613,2005.02,-0.336947814,0.145254072
614,2005.03,-0.331775062,-0.145050382
615,2005.04,-0.191136366,-0.831590617
616,2005.05,-0.794171867,-1.228907325
617,2005.06,-0.250302912,-0.855162416
618,2005.07,-0.10011829,-0.675394852
619,2005.08,0.12993158,-0.599021456
620,2005.09,0.29954942,-0.389541332
621,2005.10,-0.319345245,-1.015612898
622,2005.11,-0.3139297,-0.6905701
623,2005.12,-0.196716647,-1.039342408
624,2006.01,0.214367037,-0.340815149
625,2006.02,0.637535624,-0.428665764
626,2006.03,0.036348522,-0.110202023
627,2006.04,0.442679635,0.274446463
628,2006.05,0.62331143,-0.057232743
629,2006.06,0.184382478,-0.185371845
630,2006.07,-0.075050493,-0.535500774
631,2006.08,0.218042815,-0.20298928
632,2006.09,-0.269745639,-0.333830147
633,2006.10,-0.880566439,-0.804306612
634,2006.11,-0.64116808,-0.319309143
635,2006.12,-0.913445594,-0.591624967
636,2007.01,-1.13694927,-0.826318726
637,2007.02,-0.606844915,-0.345106903
638,2007.03,-0.857772212,-0.110711047
639,2007.04,-1.193052125,-1.034200209
640,2007.05,-1.046645598,-1.000492288
641,2007.06,-0.923126142,-0.563096741
642,2007.07,-0.769814331,-0.484119734
643,2007.08,-0.417342577,-0.57198637
644,2007.09,-0.584876506,-0.140620131
645,2007.10,-0.842041143,-0.804861002
646,2007.11,-1.411550537,-1.545652349
647,2007.12,-0.251928816,-1.142991927
648,2008.01,0.184615296,-0.354575566
649,2008.02,0.086724654,-1.029471426
650,2008.03,1.402252666,1.390426362
651,2008.04,0.273654216,0.507196157
652,2008.05,0.905008815,1.663187646
653,2008.06,0.231325165,1.43397106
654,2008.07,0.022988105,0.612325272
655,2008.08,-0.311788934,0.397386661
656,2008.09,-0.494165701,0.029714013
657,2008.10,-0.065726732,0.599897314
658,2008.11,-0.018427708,-0.347548016
659,2008.12,0.433908291,0.455282617
660,2009.01,-0.022294453,0.088981491
661,2009.02,0.429095078,0.406488856
662,2009.03,0.572437425,0.442358608
663,2009.04,0.227196948,0.140217922
664,2009.05,0.496495153,-0.381293579
665,2009.06,0.130443015,0.210249861
666,2009.07,0.661341088,0.460853392
667,2009.08,1.011809069,0.222806051
668,2009.09,1.563140192,0.594746387
669,2009.10,1.207839252,0.146707576
670,2009.11,0.784698983,-0.188146105
671,2009.12,0.873836123,-0.524366631
672,2010.01,1.331935611,-0.053996177
673,2010.02,0.68921819,-0.275311572
674,2010.03,-0.094598434,-0.664454722
675,2010.04,0.617229678,0.066455637
676,2010.05,0.484773145,0.391427547
677,2010.06,0.382295013,-0.022824444
678,2010.07,0.464507452,0.384909827
679,2010.08,0.128224799,-0.72011568
680,2010.09,0.405856722,-0.570014549
681,2010.10,-0.058159168,-0.791601003
682,2010.11,-0.3692496,-0.682633445
683,2010.12,-0.246414003,-0.721589336
684,2011.01,-0.416210225,-1.043044828
685,2011.02,-0.213061781,-0.301616672
686,2011.03,-0.304834066,-0.370012372
687,2011.04,-0.11263841,-0.307242688
688,2011.05,-0.380143935,-0.328451044
689,2011.06,0.148282907,0.697223676
690,2011.07,-0.20803533,0.233090461
