"","year","cold_pool_index","se_cold_pool_index","persistence_index","se_persistence_index","extent_index","se_extent_index"
"52",2010,-0.146284908318435,0.0344844507121085,0.31488657,0.022065273,80.328125,2.0113437
"53",2011,0.229623911133307,0.0467745111072599,0.0063089174,0.04179812,26.328125,2.0113437
"54",2012,2.01942832526983,0.0358732649258603,-0.97850627,0.04873626,-287.67188,2.0113437
"55",2013,1.25135755902104,0.0334934081960447,-0.968417,0.03815943,-121.671875,2.0113437
"56",2014,2.24761228219811,0.055163107518869,-1.669209,0.03531058,-365.67188,2.0113437
"57",2015,2.27499427939026,0.0475888823429838,-1.5031062,0.04063331,-331.67188,2.0113437
"58",2016,1.81254570325604,0.0403214202044163,-0.9918166,0.04024697,-237.67188,2.0113437
"59",2017,0.0766450826254437,0.0297733791605915,-0.06738402,0.029750867,53.328125,2.0113437
"60",2018,-0.0968134309868479,0.0250361575812375,0.22752889,0.023573114,79.328125,2.0113437
"61",2019,0.937203573875564,0.047091364483149,-0.8255574,0.028491495,-2.671875,2.0113437
"62",2020,1.71928173802819,0.0504688640056851,-1.3138347,0.039629277,-244.67188,2.0113437
"63",2021,2.09286614399718,0.0410697800013543,-0.7749144,0.029246189,-190.67188,2.0113437
"64",2022,2.56640238925895,0.0348055328010158,-1.3691795,0.06071044,-432.67188,2.0113437
