Date,2024  Daily,2010-2024 avg, 2010-2024 min, 2010-2024 max
04/06/2024 00:00:00,48.97,50.82,44.13,59.13
04/07/2024 00:00:00,49.62,51.43,45.05,57.88
04/08/2024 00:00:00,50.10,51.77,45.34,57.36
04/09/2024 00:00:00,50.94,52.42,45.37,57.38
04/10/2024 00:00:00,52.96,52.72,45.86,58.44
04/11/2024 00:00:00,54.02,52.96,46.40,59.12
04/12/2024 00:00:00,53.67,53.55,46.47,59.85
04/13/2024 00:00:00,53.98,54.32,47.95,59.78
04/14/2024 00:00:00,54.18,55.10,48.61,58.99
04/15/2024 00:00:00,55.96,55.78,49.66,60.01
04/16/2024 00:00:00,57.40,55.60,49.68,61.64
04/17/2024 00:00:00,57.60,55.72,49.93,62.28
04/18/2024 00:00:00,58.74,55.79,49.19,64.17
04/19/2024 00:00:00,58.43,55.49,49.80,63.72
04/20/2024 00:00:00,58.20,55.87,49.21,64.62
04/21/2024 00:00:00,58.09,56.55,49.35,63.90
04/22/2024 00:00:00,57.32,56.87,50.13,62.62
04/23/2024 00:00:00,57.61,56.53,50.77,64.39
04/24/2024 00:00:00,57.71,56.55,51.91,62.14
04/25/2024 00:00:00,58.18,56.77,52.20,62.09
04/26/2024 00:00:00,57.88,57.42,51.46,61.81
04/27/2024 00:00:00,57.70,57.50,52.32,63.04
04/28/2024 00:00:00,58.17,57.53,52.48,62.45
04/29/2024 00:00:00,59.57,57.96,53.31,62.41
04/30/2024 00:00:00,61.03,58.34,53.96,65.48
05/01/2024 00:00:00,63.50,58.14,54.54,64.04
05/02/2024 00:00:00,64.15,58.77,54.39,71.08
05/03/2024 00:00:00,64.84,59.52,56.16,68.45
05/04/2024 00:00:00,63.79,60.16,56.46,64.81
05/05/2024 00:00:00,63.09,60.89,56.77,67.99
05/06/2024 00:00:00,63.65,60.44,56.93,68.02
05/07/2024 00:00:00,65.82,60.38,56.71,71.49
05/08/2024 00:00:00,66.69,60.20,56.68,71.58
05/09/2024 00:00:00,67.21,60.44,56.25,73.60
05/10/2024 00:00:00,64.53,60.11,55.54,69.17
05/11/2024 00:00:00,64.37,61.04,56.22,71.04
05/12/2024 00:00:00,63.95,61.66,55.90,72.41
05/13/2024 00:00:00,63.98,61.99,55.17,71.35
05/14/2024 00:00:00,64.44,62.34,54.81,69.66
05/15/2024 00:00:00,64.42,62.91,51.78,69.87
05/16/2024 00:00:00,64.30,63.40,51.37,72.05
05/17/2024 00:00:00,64.89,64.30,51.67,72.81
05/18/2024 00:00:00,64.34,64.63,53.33,76.51
05/19/2024 00:00:00,64.51,64.93,52.97,74.52
05/20/2024 00:00:00,65.47,65.81,56.64,73.18
05/21/2024 00:00:00,66.26,66.33,56.17,73.53
05/22/2024 00:00:00,nan,67.10,54.18,73.37
05/23/2024 00:00:00,69.29,67.58,56.89,77.74
05/24/2024 00:00:00,nan,67.68,56.52,75.36
05/25/2024 00:00:00,72.83,67.29,56.25,78.42
05/26/2024 00:00:00,71.66,68.24,62.31,75.06
05/27/2024 00:00:00,nan,69.30,60.24,77.45
05/28/2024 00:00:00,nan,69.47,62.04,76.24
05/29/2024 00:00:00,nan,69.90,62.71,77.68
05/30/2024 00:00:00,nan,70.25,64.29,80.17
05/31/2024 00:00:00,nan,70.74,63.93,83.70
06/01/2024 00:00:00,nan,71.53,64.94,83.77
06/02/2024 00:00:00,nan,71.81,65.88,81.95
06/03/2024 00:00:00,nan,71.61,66.09,78.04
06/04/2024 00:00:00,nan,71.24,66.18,77.77
06/05/2024 00:00:00,nan,71.54,67.64,76.32
06/06/2024 00:00:00,nan,72.59,67.69,79.16
06/07/2024 00:00:00,nan,72.82,67.55,77.99
06/08/2024 00:00:00,nan,72.76,66.90,78.36
06/09/2024 00:00:00,nan,73.17,66.25,80.75
06/10/2024 00:00:00,nan,73.37,69.41,81.99
06/11/2024 00:00:00,73.97,73.36,69.96,78.33
06/12/2024 00:00:00,73.77,73.34,71.01,80.67
06/13/2024 00:00:00,73.99,73.66,70.48,81.03
06/14/2024 00:00:00,75.34,73.50,70.91,81.34
06/15/2024 00:00:00,76.02,73.94,70.76,82.99
06/16/2024 00:00:00,76.56,73.78,70.89,82.20
06/17/2024 00:00:00,76.40,73.92,70.77,82.45
06/18/2024 00:00:00,76.44,74.30,70.41,82.36
06/19/2024 00:00:00,77.00,74.40,71.67,82.15
06/20/2024 00:00:00,77.43,74.54,72.41,83.35
06/21/2024 00:00:00,77.91,74.77,71.21,87.04
06/22/2024 00:00:00,78.30,74.67,70.40,88.18
06/23/2024 00:00:00,78.93,74.86,70.26,82.99
06/24/2024 00:00:00,78.92,75.57,71.39,82.83
06/25/2024 00:00:00,79.20,76.27,72.42,83.53
06/26/2024 00:00:00,79.21,76.44,73.87,81.81
06/27/2024 00:00:00,79.76,76.69,74.03,82.81
06/28/2024 00:00:00,79.44,77.73,73.02,86.90
06/29/2024 00:00:00,79.04,78.03,73.82,86.18
06/30/2024 00:00:00,79.69,78.15,74.65,84.42
07/01/2024 00:00:00,79.11,77.92,74.44,84.61
07/02/2024 00:00:00,78.75,78.33,74.34,85.21
07/03/2024 00:00:00,78.57,79.34,75.85,89.13
07/04/2024 00:00:00,78.73,80.00,75.69,89.26
07/05/2024 00:00:00,79.59,80.35,75.74,87.82
07/06/2024 00:00:00,81.11,80.90,76.55,86.41
07/07/2024 00:00:00,81.92,81.04,77.38,88.39
07/08/2024 00:00:00,83.37,81.10,77.65,88.52
07/09/2024 00:00:00,82.83,81.13,77.76,86.14
07/10/2024 00:00:00,82.69,80.71,77.53,85.80
07/11/2024 00:00:00,82.75,81.38,78.19,84.63
07/12/2024 00:00:00,82.51,81.70,78.85,86.54
07/13/2024 00:00:00,82.79,81.94,78.37,86.45
07/14/2024 00:00:00,83.36,82.40,79.36,86.99
07/15/2024 00:00:00,83.58,82.86,80.02,89.44
07/16/2024 00:00:00,83.84,81.81,78.66,87.98
07/17/2024 00:00:00,84.57,81.95,78.75,87.55
07/18/2024 00:00:00,84.48,82.44,79.11,91.08
07/19/2024 00:00:00,83.84,82.86,79.30,88.21
07/20/2024 00:00:00,83.05,83.58,78.39,89.98
07/21/2024 00:00:00,83.22,83.65,78.21,90.03
07/22/2024 00:00:00,82.73,83.49,78.69,88.90
07/23/2024 00:00:00,82.91,83.59,79.05,92.55
07/24/2024 00:00:00,82.79,83.26,79.66,88.92
07/25/2024 00:00:00,82.48,83.16,78.37,90.43
07/26/2024 00:00:00,82.17,83.18,77.23,89.28
07/27/2024 00:00:00,82.18,83.57,78.75,91.60
07/28/2024 00:00:00,82.60,83.60,78.60,91.04
07/29/2024 00:00:00,82.09,83.53,78.12,90.00
07/30/2024 00:00:00,81.80,83.18,77.22,87.06
07/31/2024 00:00:00,82.11,82.81,77.23,87.71
08/01/2024 00:00:00,82.27,82.58,77.68,87.82
08/02/2024 00:00:00,83.41,82.25,76.98,86.20
08/03/2024 00:00:00,83.51,82.22,77.09,89.28
08/04/2024 00:00:00,83.04,81.53,76.91,86.36
08/05/2024 00:00:00,83.11,81.68,77.38,87.06
08/06/2024 00:00:00,83.08,81.50,77.24,85.39
08/07/2024 00:00:00,83.12,81.42,77.04,84.58
08/08/2024 00:00:00,82.53,81.54,77.55,88.12
08/09/2024 00:00:00,81.74,81.27,77.52,87.26
08/10/2024 00:00:00,82.11,81.46,77.36,87.66
08/11/2024 00:00:00,82.00,81.53,77.18,86.54
08/12/2024 00:00:00,82.03,81.91,78.06,87.64
08/13/2024 00:00:00,81.49,82.26,78.06,88.41
08/14/2024 00:00:00,81.47,82.18,77.49,87.63
08/15/2024 00:00:00,81.05,81.73,76.59,86.92
08/16/2024 00:00:00,81.27,81.45,76.23,87.33
08/17/2024 00:00:00,80.65,81.57,76.89,88.03
08/18/2024 00:00:00,80.77,81.47,76.39,87.33
08/19/2024 00:00:00,80.89,81.41,75.69,86.34
08/20/2024 00:00:00,79.84,81.52,75.04,89.47
08/21/2024 00:00:00,78.79,81.22,76.51,85.14
08/22/2024 00:00:00,78.27,81.20,76.91,86.49
08/23/2024 00:00:00,78.29,81.15,77.59,85.21
08/24/2024 00:00:00,77.84,81.04,76.51,85.76
08/25/2024 00:00:00,77.31,81.00,76.62,86.15
08/26/2024 00:00:00,77.95,80.87,76.35,87.58
08/27/2024 00:00:00,78.75,81.04,76.77,86.71
08/28/2024 00:00:00,79.65,81.02,76.10,85.96
08/29/2024 00:00:00,80.61,81.24,75.54,86.09
08/30/2024 00:00:00,79.25,81.01,75.67,85.83
08/31/2024 00:00:00,78.90,80.70,75.43,86.68
09/01/2024 00:00:00,79.25,80.37,75.52,86.68
09/02/2024 00:00:00,78.92,79.76,74.03,83.43
09/03/2024 00:00:00,77.46,79.62,73.29,84.61
09/04/2024 00:00:00,76.12,79.75,73.22,87.76
09/05/2024 00:00:00,75.78,79.59,73.81,92.61
09/06/2024 00:00:00,75.50,79.47,74.08,88.77
09/07/2024 00:00:00,75.47,79.44,73.36,85.84
09/08/2024 00:00:00,74.63,79.09,71.60,85.23
09/09/2024 00:00:00,74.17,78.84,72.07,82.31
09/10/2024 00:00:00,74.23,78.41,72.30,83.28
09/11/2024 00:00:00,74.67,78.09,70.95,83.24
09/12/2024 00:00:00,74.70,77.92,71.40,82.56
09/13/2024 00:00:00,74.76,77.75,71.58,82.31
09/14/2024 00:00:00,75.13,77.66,72.39,81.57
09/15/2024 00:00:00,75.02,76.97,73.44,80.10
09/16/2024 00:00:00,74.52,76.74,72.99,79.92
09/17/2024 00:00:00,74.27,76.22,71.98,79.77
09/18/2024 00:00:00,74.03,75.87,70.30,81.01
09/19/2024 00:00:00,74.05,75.60,69.30,79.44
09/20/2024 00:00:00,74.76,75.21,69.03,79.38
09/21/2024 00:00:00,74.94,74.91,69.58,79.22
09/22/2024 00:00:00,74.97,74.69,70.02,78.10
09/23/2024 00:00:00,74.24,74.37,70.07,78.85
09/24/2024 00:00:00,73.68,73.59,69.91,77.73
09/25/2024 00:00:00,73.24,73.24,69.64,78.16
09/26/2024 00:00:00,73.41,72.93,69.31,76.64
09/27/2024 00:00:00,73.60,72.98,69.73,76.66
09/28/2024 00:00:00,74.09,72.56,69.70,76.55
09/29/2024 00:00:00,73.99,72.28,69.33,76.71
09/30/2024 00:00:00,73.66,72.03,69.39,75.56
10/01/2024 00:00:00,73.24,71.69,68.44,75.72
10/02/2024 00:00:00,72.65,71.40,68.11,78.76
10/03/2024 00:00:00,72.53,71.02,65.36,77.76
10/04/2024 00:00:00,72.69,70.64,63.58,76.60
10/05/2024 00:00:00,72.62,70.38,63.96,78.17
10/06/2024 00:00:00,72.57,70.11,62.11,76.96
10/07/2024 00:00:00,72.29,69.75,63.36,79.62
10/08/2024 00:00:00,71.65,69.25,63.99,77.52
10/09/2024 00:00:00,70.85,68.72,63.30,77.23
10/10/2024 00:00:00,69.93,68.41,62.64,76.19
10/11/2024 00:00:00,69.28,68.32,62.52,76.33
10/12/2024 00:00:00,68.85,68.11,62.54,75.99
10/13/2024 00:00:00,68.94,68.03,63.46,73.87
10/14/2024 00:00:00,68.51,68.00,63.44,74.53
10/15/2024 00:00:00,67.54,67.49,63.36,73.21
10/16/2024 00:00:00,66.71,67.09,63.57,72.90
10/17/2024 00:00:00,66.28,66.41,62.82,71.95
10/18/2024 00:00:00,65.53,65.87,62.85,70.39
10/19/2024 00:00:00,65.23,65.34,62.36,69.26
10/20/2024 00:00:00,65.22,65.05,60.94,69.13
10/21/2024 00:00:00,65.16,64.83,61.17,70.86
10/22/2024 00:00:00,65.32,64.76,60.97,70.32
10/23/2024 00:00:00,64.91,64.63,61.03,69.45
10/24/2024 00:00:00,65.10,64.28,61.24,69.80
10/25/2024 00:00:00,65.10,64.14,60.94,69.03
10/26/2024 00:00:00,65.05,63.98,59.72,68.50
10/27/2024 00:00:00,64.28,63.95,60.42,67.33
10/28/2024 00:00:00,64.16,63.83,57.51,67.37
10/29/2024 00:00:00,63.92,63.72,57.99,66.67
10/30/2024 00:00:00,64.02,63.11,58.55,66.38
10/31/2024 00:00:00,64.38,62.50,58.30,65.24
11/01/2024 00:00:00,64.30,62.00,57.36,64.69
11/02/2024 00:00:00,63.95,61.24,57.04,65.43
11/03/2024 00:00:00,63.20,60.47,56.61,64.87
11/04/2024 00:00:00,62.60,60.13,54.82,65.05
11/05/2024 00:00:00,62.54,60.04,54.07,63.84
11/06/2024 00:00:00,62.97,59.81,53.64,63.63
11/07/2024 00:00:00,63.59,59.77,52.39,65.11
11/08/2024 00:00:00,63.69,59.32,51.66,63.91
11/09/2024 00:00:00,62.80,58.71,51.49,62.40
11/10/2024 00:00:00,62.06,58.45,49.71,61.99
11/11/2024 00:00:00,61.97,58.14,50.90,61.61
11/12/2024 00:00:00,61.62,58.22,51.76,61.81
11/13/2024 00:00:00,60.68,57.71,52.27,61.20
11/14/2024 00:00:00,60.06,56.75,51.57,60.96
11/15/2024 00:00:00,59.82,56.26,51.33,60.87
11/16/2024 00:00:00,59.22,56.02,51.01,60.89
11/17/2024 00:00:00,58.54,55.63,50.58,59.79
11/18/2024 00:00:00,58.07,55.38,50.40,58.91
11/19/2024 00:00:00,58.36,54.61,49.12,57.34
11/20/2024 00:00:00,58.08,54.26,49.66,57.38
11/21/2024 00:00:00,58.12,53.68,48.16,57.40
11/22/2024 00:00:00,57.44,53.57,44.71,56.77
11/23/2024 00:00:00,55.87,53.32,46.85,56.71
11/24/2024 00:00:00,55.51,52.73,47.48,56.25
11/25/2024 00:00:00,54.52,52.28,48.36,55.15
11/26/2024 00:00:00,nan,52.17,47.84,56.19
11/27/2024 00:00:00,nan,51.83,47.30,55.78
11/28/2024 00:00:00,nan,51.40,46.89,55.47
11/29/2024 00:00:00,nan,51.11,45.90,55.29
11/30/2024 00:00:00,nan,50.64,45.63,55.58
12/01/2024 00:00:00,nan,50.46,45.68,55.53
12/02/2024 00:00:00,nan,50.10,45.52,54.41
12/03/2024 00:00:00,nan,49.95,45.10,53.10
12/04/2024 00:00:00,nan,49.69,44.24,52.88
12/05/2024 00:00:00,nan,49.49,44.74,52.75
12/06/2024 00:00:00,nan,49.23,45.45,52.11
12/07/2024 00:00:00,nan,48.90,43.48,51.57
12/08/2024 00:00:00,nan,48.42,41.61,51.84
12/09/2024 00:00:00,nan,47.83,41.56,51.17
12/10/2024 00:00:00,nan,47.55,40.35,52.56
12/11/2024 00:00:00,nan,47.38,40.78,52.27
12/12/2024 00:00:00,nan,46.99,40.55,51.96
12/13/2024 00:00:00,nan,47.05,41.56,52.61
12/14/2024 00:00:00,nan,46.77,40.35,52.34
12/15/2024 00:00:00,nan,46.28,39.20,52.88
12/16/2024 00:00:00,nan,46.07,34.95,52.92
12/17/2024 00:00:00,nan,45.96,36.48,52.16
12/18/2024 00:00:00,nan,45.94,36.70,52.09
12/19/2024 00:00:00,nan,45.55,37.44,51.67
12/20/2024 00:00:00,nan,45.08,37.72,50.52
12/21/2024 00:00:00,nan,44.36,36.55,50.04
12/22/2024 00:00:00,nan,44.56,36.64,50.20
12/23/2024 00:00:00,nan,44.46,36.75,50.83
12/24/2024 00:00:00,nan,44.08,36.10,51.84
12/25/2024 00:00:00,nan,43.97,35.60,52.25
12/26/2024 00:00:00,nan,43.81,35.46,51.85
12/27/2024 00:00:00,nan,44.14,40.36,52.23
12/28/2024 00:00:00,nan,44.28,40.17,52.21
12/29/2024 00:00:00,nan,44.25,39.60,52.14
12/30/2024 00:00:00,nan,44.34,39.88,51.98
12/31/2024 00:00:00,nan,44.33,39.40,51.98
