year.month,GSI,WGSI
1962.08,-1.651375323,-1.933337854
1962.09,-0.506202053,-0.375595697
1962.10,-0.065822083,0.046292999
1962.11,-2.089885616,-1.47345106
1962.12,-2.033615371,-1.39617195
1963.01,-1.807508275,-1.652206205
1963.02,-1.179112547,-1.489549065
1963.03,-1.641698474,-2.132826854
1963.04,-0.953606372,-0.715687409
1963.05,-1.281852019,-0.696979644
1963.06,-1.430509849,-1.469961059
1963.07,-1.202081017,-1.140247383
1963.08,-0.309047979,-0.083596776
1963.09,-0.969529039,0.270563032
1963.10,-1.436427497,-0.441201766
1963.11,-1.413631018,-0.655790836
1963.12,-2.106723209,-1.310699513
1964.01,-1.829988326,-0.688735947
1964.02,-2.22331048,-1.832109418
1964.03,-2.533501706,-2.227034345
1964.04,-1.615219401,-1.631638778
1964.05,-2.345267044,-2.007055046
1964.06,-1.392777591,-1.531686723
1964.07,-1.433037181,-1.95006422
1964.08,-1.428335772,-2.689474628
1964.09,-1.844175981,-2.337385829
1964.10,-2.028745868,-1.795690094
1964.11,-2.231670092,-1.335635742
1964.12,-2.331006184,-1.406766065
1965.01,-1.60616987,-1.362435425
1965.02,-1.743212534,-1.68635059
1965.03,-1.947469965,-1.837142381
1965.04,-1.232609966,-1.274618476
1965.05,-0.454692828,-0.99857393
1965.06,-0.076789253,-0.395726578
1965.07,0.477960606,0.701551768
1965.08,-0.877670652,-1.793393398
1965.09,-2.120908463,-2.490987894
1965.10,-2.142996054,-1.844241645
1965.11,-1.135762278,-1.648717126
1965.12,-1.700974737,-1.917810351
1966.01,-1.90894688,-2.544693832
1966.02,-1.533639935,-2.433252282
1966.03,-1.736296679,-1.832874264
1966.04,-2.292728991,-2.540562311
1966.05,-3.524655134,-3.422203569
1966.06,-1.512532712,-1.311769737
1966.07,-1.373760739,-1.621684806
1966.08,-2.329671798,-1.887124899
1966.09,-2.682079142,-1.7784363
1966.10,-1.981693338,-1.595582906
1966.11,-1.522120104,-0.93349818
1966.12,-1.685882145,-0.573147303
1967.01,-0.768199446,-0.181597663
1967.02,-0.030040191,0.159369447
1967.03,-1.053064467,-1.175122213
1967.04,-2.122867209,-1.097018245
1967.05,-1.057407377,-0.781759047
1967.06,-1.801950339,-1.327424513
1967.07,-1.646380953,-1.891360376
1967.08,-1.457850133,-1.190440928
1967.09,-1.445210538,-1.149649509
1967.10,-1.541753138,-1.183221742
1967.11,-0.991982869,-0.317744063
1967.12,-0.928703583,-0.690194256
1968.01,-1.142491383,-1.152247124
1968.02,-0.940662973,-1.561296303
1968.03,-0.938068081,-1.950581593
1968.04,-1.043951659,-2.290580456
1968.05,-0.257801739,-1.215432874
1968.06,-0.774354412,-1.854204708
1968.07,-0.162057043,-0.855864173
1968.08,0.154066803,-0.228177992
1968.09,0.703936792,0.269652175
1968.10,-0.124646801,-1.264588513
1968.11,-0.227123818,-0.835931368
1968.12,0.063381139,0.178273811
1969.01,-0.145203665,-0.040669621
1969.02,-0.927675547,-0.639497602
1969.03,-1.079736967,-1.103950826
1969.04,-0.692738009,-0.310434495
1969.05,-1.334103717,-1.225775564
1969.06,-1.068047585,-0.796733221
1969.07,-1.673688276,-2.579274718
1969.08,-0.341260776,-0.855152864
1969.09,-0.905887213,-1.152920185
1969.10,-0.989809972,-1.317531415
1969.11,-1.316337742,-0.176560984
1969.12,-0.634555192,-0.918644296
1970.01,-0.297811709,-0.214024518
1970.02,-1.153718574,-1.503766815
1970.03,-1.263622257,-1.09616548
1970.04,-1.297419314,-0.221922179
1970.05,-1.202765197,-0.709351065
1970.06,-0.924640924,-0.255794079
1970.07,-1.304953346,-1.264161281
1970.08,-1.572960673,-2.082329411
1970.09,-0.743234452,-0.728956598
1970.10,-0.775955809,-1.155631023
1970.11,-0.799214063,-1.043244734
1970.12,-0.98837557,-0.677622955
1971.01,-2.123869048,-1.430521098
1971.02,-2.117974864,-1.334956738
1971.03,-1.00061554,-0.718736654
1971.04,-1.1676307,-0.848021176
1971.05,-0.904009842,-1.334930792
1971.06,-1.515545677,-2.326461834
1971.07,-1.113081178,-1.121315613
1971.08,-1.02871772,-1.005020916
1971.09,-0.090190618,0.462305743
1971.10,-0.75177808,-0.207071828
1971.11,-0.412871862,0.01830616
1971.12,-0.290187753,-0.14206513
1972.01,-0.134858073,0.290535824
1972.02,-1.009609117,-0.558666526
1972.03,0.071243018,-0.424925322
1972.04,-0.265033425,-0.034375066
1972.05,0.305837166,0.719887777
1972.06,-0.120371241,-0.01178957
1972.07,-0.201187402,0.048467595
1972.08,-0.238553069,-0.562948423
1972.09,-0.016812565,-0.495246464
1972.10,-0.312565996,-0.962940842
1972.11,0.521273744,-0.026796641
1972.12,0.139799285,0.73398059
1973.01,-0.052582272,0.410259632
1973.02,-0.31269263,0.71466426
1973.03,0.058537734,0.455770434
1973.04,0.219127511,0.509732187
1973.05,-0.069437601,0.511683063
1973.06,-0.010071355,-0.382233952
1973.07,0.199638697,-0.081969258
1973.08,0.341793822,1.247666679
1973.09,-0.220759136,-0.083963414
1973.10,0.102623943,0.420114865
1973.11,-0.192866734,0.425050549
1973.12,0.877798533,1.436867938
1974.01,0.594909792,0.469903206
1974.02,1.355802827,0.752241722
1974.03,0.796917253,0.562601337
1974.04,1.673240192,2.134303465
1974.05,0.599729422,0.894902385
1974.06,0.882743462,0.993617595
1974.07,0.209751498,0.742124704
1974.08,0.201629446,0.142254606
1974.09,-0.337564876,0.391560137
1974.10,-0.917568085,-1.462202345
1974.11,0.980640456,-0.567218015
1974.12,1.626045298,0.602328611
1975.01,0.454116913,0.13308359
1975.02,0.117378088,-0.672363654
1975.03,0.160517564,0.25367977
1975.04,-0.015565284,0.372179856
1975.05,-0.708922157,-0.5577776
1975.06,-0.190200085,0.774022307
1975.07,-0.030301764,0.688817977
1975.08,-1.214529056,-1.056582879
1975.09,-0.258225799,-1.586433529
1975.10,0.92318294,-0.132018056
1975.11,-0.023036477,-0.997874119
1975.12,0.215152809,-0.627077705
1976.01,0.273027366,-0.258373272
1976.02,0.477129037,0.170766993
1976.03,0.301008781,0.709924509
1976.04,0.368089149,0.369850288
1976.05,0.959011837,0.232938088
1976.06,1.276435161,0.937797541
1976.07,1.000672588,0.641392566
1976.08,0.713409964,-0.170900614
1976.09,0.204388783,-0.67051862
1976.10,0.574842059,-0.524791408
1976.11,0.161649697,-0.562464677
1976.12,-0.392711446,-1.437480658
1977.01,0.492573868,-0.179773014
1977.02,1.340087836,2.439159265
1977.03,0.458062837,-0.277461197
1977.04,0.659377095,-0.129797008
1977.05,0.091489242,-0.471552272
1977.06,0.603696445,-0.083968777
1977.07,0.928246653,0.886235329
1977.08,-0.013652899,0.331334077
1977.09,0.243110194,-0.747269592
1977.10,-1.550261094,-0.625251377
1977.11,-0.293837232,-0.592330771
1977.12,0.203875401,0.619430519
1978.01,-0.868634101,-0.042566663
1978.02,-0.920491582,-0.688565604
1978.03,-0.649755898,-0.740165828
1978.04,-0.312781836,-0.806268806
1978.05,-0.341375689,-1.030419956
1978.06,-1.336869849,-1.399445425
1978.07,-1.263850473,-1.179980786
1978.08,-0.357768736,-0.054224768
1978.09,-0.271627064,-1.281866622
1978.10,-0.10642714,-0.652139762
1978.11,-0.105916556,-0.031251313
1978.12,0.632216739,0.264970767
1979.01,0.336888613,-0.534037428
1979.02,-0.094651396,-1.004315255
1979.03,-0.314144428,-0.608303266
1979.04,0.518195718,0.260444749
1979.05,-0.644067047,-0.430591919
1979.06,-0.768503909,-0.504347783
1979.07,-0.900462569,-1.010320885
1979.08,-0.935180732,-0.95856319
1979.09,-0.655627749,-0.315878846
1979.10,0.144374958,0.578028918
1979.11,0.256339371,-0.21095536
1979.12,-0.033385391,0.187853372
1980.01,0.518356364,0.919651084
1980.02,0.035343197,-0.192895534
1980.03,-0.150651249,-0.28845616
1980.04,-0.028715501,0.157884841
1980.05,-0.322773208,-0.373731261
1980.06,-0.186376813,-1.077164864
1980.07,0.398948164,0.064554093
1980.08,0.215241823,-0.817667054
1980.09,-0.020347822,-0.000574489
1980.10,-0.768296106,-0.628036575
1980.11,0.207894912,0.022114986
1980.12,-0.211749989,0.269371164
1981.01,0.129765929,0.389967019
1981.02,-0.559801983,0.052563774
1981.03,-0.140672794,-0.60350499
1981.04,-0.741661394,-0.93494242
1981.05,-0.881278071,-0.898045438
1981.06,-0.61005068,-0.725356996
1981.07,-0.856616327,-0.175769871
1981.08,-0.950311631,-0.147322675
1981.09,0.204911911,-0.083729467
1981.10,-1.041956139,-0.449396507
1981.11,-1.070663032,-0.792989936
1981.12,-0.680597733,-1.05208626
1982.01,-0.941623823,-1.768212913
1982.02,-1.34961483,-1.54453639
1982.03,-0.19445603,0.260997545
1982.04,-0.293407334,1.36391765
1982.05,-0.492193317,-0.386858172
1982.06,-1.095743961,-0.829504555
1982.07,-1.014777232,-0.758792769
1982.08,-0.076134917,0.103502185
1982.09,-0.028064712,0.014217052
1982.10,-0.290892274,0.756924703
1982.11,0.216219206,-0.018582274
1982.12,0.15128651,-0.49088326
1983.01,-0.065022398,0.184553517
1983.02,-0.029968925,-0.273619973
1983.03,-0.517615549,-0.604459047
1983.04,-0.103925178,0.379584118
1983.05,0.141473725,0.105339573
1983.06,0.10279401,-0.038895088
1983.07,-0.495403167,-1.096125387
1983.08,-0.809718596,-1.701943836
1983.09,-0.688394598,-0.559462093
1983.10,-0.73141398,-0.848590531
1983.11,0.160306441,0.493437476
1983.12,-0.21253563,0.412212025
1984.01,-0.905606842,-0.008934716
1984.02,-0.118848473,-0.047350736
1984.03,0.364653439,0.439185736
1984.04,0.67795466,-0.813508168
1984.05,-0.122526478,-0.293364436
1984.06,0.506055465,0.351551288
1984.07,0.377505628,-1.014617252
1984.08,0.645819792,-0.321681448
1984.09,0.529346721,0.228028579
1984.10,0.823603066,0.977902719
1984.11,0.801457318,1.563093534
1984.12,1.106847962,1.093096054
1985.01,1.233800886,1.386252541
1985.02,0.347520041,0.354715861
1985.03,0.61801947,0.67523978
1985.04,0.385780136,0.713417266
1985.05,0.059716931,0.931120447
1985.06,1.32832471,1.182544874
1985.07,0.856945515,1.154749299
1985.08,0.567028168,1.155290596
1985.09,0.612169525,0.375109826
1985.10,1.151343937,0.915692214
1985.11,0.477095954,0.562198771
1985.12,-0.130946155,0.756843761
1986.01,0.413886546,0.341333643
1986.02,0.337349725,0.913649539
1986.03,-0.695447978,0.610695038
1986.04,1.114773201,1.469586197
1986.05,0.459402442,0.563470577
1986.06,0.624413766,1.249036758
1986.07,-0.569336183,0.231647167
1986.08,0.061714318,0.540205877
1986.09,-0.510574839,-0.507646485
1986.10,0.176393011,-0.048820743
1986.11,0.675426469,-0.056827176
1986.12,-0.179376095,-0.523188231
1987.01,0.130681275,0.488071609
1987.02,-1.383380314,-0.242108731
1987.03,-1.65960115,-0.193879951
1987.04,-0.780965147,0.359700661
1987.05,-0.539163178,0.679710552
1987.06,-0.564490925,-0.10237518
1987.07,-0.455270089,-0.174400468
1987.08,-0.526391835,-0.60393771
1987.09,-0.607622779,-0.618129885
1987.10,0.123039155,0.504996064
1987.11,-0.761811534,-0.081051564
1987.12,-1.425168826,-0.484632465
1988.01,-0.435304823,0.121972135
1988.02,-0.590395981,-0.442673449
1988.03,-1.271291906,-1.397297402
1988.04,-1.399321699,-1.826190033
1988.05,-0.619748679,-0.093751883
1988.06,-0.672688928,-1.043527574
1988.07,-1.124344916,-1.735218222
1988.08,-0.241029643,0.212541647
1988.09,0.602102519,1.660573699
1988.10,-0.109826157,0.391083188
1988.11,-0.402554858,-0.222094599
1988.12,-1.587038991,-1.292943914
1989.01,-1.501280384,-1.515593641
1989.02,-1.337615637,-0.426321637
1989.03,-1.362005383,-0.748136823
1989.04,-0.250000499,-0.195838258
1989.05,-0.744233967,0.21487518
1989.06,-0.887698291,-0.957595528
1989.07,-1.300444835,-0.51820077
1989.08,-0.075750895,0.2416847
1989.09,-0.750312478,-1.6563996
1989.10,-1.080429454,-1.806394731
1989.11,-1.016885711,-1.823113674
1989.12,-0.613133245,-1.591861637
1990.01,-0.174145219,-0.827751815
1990.02,-0.75846288,-0.63658332
1990.03,0.448810889,0.2834643
1990.04,0.787680806,-0.063644061
1990.05,-0.266315711,-1.477024134
1990.06,-1.085500047,-1.388096516
1990.07,-0.407151705,-1.340868081
1990.08,1.287550929,0.867823897
1990.09,-0.694315185,-0.482815088
1990.10,-0.31333456,-1.258512894
1990.11,0.221391876,-0.194082241
1990.12,1.098484538,0.765120365
1991.01,0.42193013,-0.169946361
1991.02,1.500475598,0.523804573
1991.03,1.033328018,0.829358134
1991.04,0.997300518,0.751051014
1991.05,1.681333751,1.174956981
1991.06,0.861333714,0.677129934
1991.07,0.9259038,1.406325874
1991.08,-0.0714096,1.31431445
1991.09,-1.117575335,-0.068592279
1991.10,1.15868837,1.870740502
1991.11,1.120061091,-0.090398761
1991.12,0.587934121,-0.081555931
1992.01,1.540765982,1.742421979
1992.02,0.754669573,-0.431875941
1992.03,0.287633428,0.329835249
1992.04,-0.345104652,-1.133922006
1992.05,0.220793768,-0.225176286
1992.06,0.499344155,0.25367829
1992.07,0.389130697,-0.571807419
1992.08,0.076299053,-1.098696696
1992.09,0.351079168,-0.990667461
1992.10,-0.872643361,-0.886801647
1992.11,-0.222616683,-0.321465318
1992.12,0.119361575,-0.721483495
1993.01,-0.171003239,-1.198268067
1993.02,1.175003751,0.150710574
1993.03,0.975189718,0.144947497
1993.04,-0.366108811,-2.002742751
1993.05,0.74553439,-0.572472511
1993.06,0.523768463,-0.569694383
1993.07,0.960100308,0.522433149
1993.08,0.921826239,0.003309698
1993.09,0.499921653,0.045787768
1993.10,0.78244541,0.587904424
1993.11,0.006321527,-0.684582218
1993.12,0.483613579,-0.576849401
1994.01,0.405069189,0.548229449
1994.02,-0.081682935,1.60197579
1994.03,-0.042674935,0.97471586
1994.04,1.135366233,0.460188887
1994.05,1.213887346,0.335335912
1994.06,0.85860467,1.079323255
1994.07,0.631488501,0.857829954
1994.08,1.321739418,1.556072927
1994.09,1.039272599,1.102529281
1994.10,0.614609727,0.611850528
1994.11,0.539389961,1.137429924
1994.12,1.543155575,1.361641342
1995.01,0.987599137,0.302275583
1995.02,1.602667212,0.735841499
1995.03,1.428505531,1.650042144
1995.04,1.435150744,1.436138769
1995.05,1.677587919,1.504832227
1995.06,1.143178243,1.280030352
1995.07,0.91082102,1.128325095
1995.08,0.641244316,1.624750785
1995.09,0.105220603,0.664984805
1995.10,0.683565603,0.48414985
1995.11,0.828225407,1.26587909
1995.12,0.330174531,0.500375871
1996.01,-0.850673283,-0.201938899
1996.02,-0.243895106,0.422537965
1996.03,0.517963772,0.306268809
1996.04,0.298199426,-0.152326359
1996.05,-0.593903292,-0.782131741
1996.06,-0.476343039,-0.097628632
1996.07,-0.428306709,-0.647575545
1996.08,-0.10965766,-0.038458387
1996.09,-0.478123344,-0.508699471
1996.10,-0.875861666,-0.773760427
1996.11,-0.761640017,-0.941732989
1996.12,-1.955109925,-2.116936876
1997.01,-0.269292567,-0.380530906
1997.02,-0.614547037,-0.774788454
1997.03,-0.706765405,-0.49594341
1997.04,0.175665319,-0.088992164
1997.05,-0.372886926,-0.166890843
1997.06,-0.673528322,-0.205842686
1997.07,-0.654850472,-0.413381735
1997.08,-0.164084921,-0.186541877
1997.09,0.418858961,0.360999064
1997.10,-1.235337613,-0.976497001
1997.11,-0.915982902,0.190205047
1997.12,-0.451034801,0.081018568
1998.01,-0.506641792,1.371641783
1998.02,-1.528767129,0.435685841
1998.03,-1.35824605,-0.679685625
1998.04,-1.30430314,-0.966544947
1998.05,-0.162801511,-0.742644737
1998.06,-0.548955282,-0.909515215
1998.07,-0.334324014,-1.006768257
1998.08,-0.072860517,-0.769671341
1998.09,-0.013129086,-0.690348977
1998.10,0.165834617,-1.128475775
1998.11,0.418325027,-0.867599167
1998.12,1.486104294,0.51611242
1999.01,1.088196022,-0.068508288
1999.02,1.775444247,1.023655551
1999.03,1.056826545,-0.093415041
1999.04,1.486437849,0.326099321
1999.05,1.692663936,0.952214904
1999.06,1.796733072,1.440990412
1999.07,1.218357459,1.265367259
1999.08,0.478526846,0.277833894
1999.09,0.864019197,0.692875233
1999.10,1.321815346,1.384113328
1999.11,0.549826563,0.967501776
1999.12,-0.4747905,-0.179535564
2000.01,0.49773381,0.446259597
2000.02,0.533380136,0.082091969
2000.03,0.568708346,-0.469521075
2000.04,0.472514034,-0.698840385
2000.05,1.141324141,1.698758644
2000.06,0.574242684,1.246756435
2000.07,0.389021358,0.887399654
2000.08,1.213351354,2.07410628
2000.09,0.59379896,1.279690193
2000.10,1.385144277,2.251088948
2000.11,1.204047452,2.286141947
2000.12,0.663460663,0.419964871
2001.01,-0.553977188,0.581266262
2001.02,-0.65176201,0.762156431
2001.03,0.310412915,1.013027238
2001.04,0.289466045,0.233610437
2001.05,-0.098993828,0.584373931
2001.06,0.450766176,1.330569467
2001.07,0.460265743,0.627862852
2001.08,-0.707405298,0.61703805
2001.09,-0.030179589,0.771504277
2001.10,0.730987742,0.803718789
2001.11,1.063618778,1.19136575
2001.12,2.187261983,2.256498093
2002.01,1.544951615,0.491085133
2002.02,1.103272051,1.400647273
2002.03,1.390834717,1.337748247
2002.04,1.077296936,1.150138827
2002.05,1.711016195,0.413270104
2002.06,1.280377512,0.308778451
2002.07,1.867697997,1.814305241
2002.08,1.040835335,1.726259063
2002.09,0.062481748,0.63815733
2002.10,1.467998095,1.268989764
2002.11,1.346430604,1.474328934
2002.12,1.57853017,2.527752727
2003.01,0.860210758,0.173810711
2003.02,0.319893369,-1.059486654
2003.03,0.028646165,-0.277670733
2003.04,-0.019989898,0.083929974
2003.05,-0.026879315,-0.265631813
2003.06,0.151378905,0.281270392
2003.07,0.239014182,0.04735087
2003.08,0.120294593,0.060780475
2003.09,0.032236127,0.440989961
2003.10,0.548402617,0.8259211
2003.11,-0.248039125,0.02399649
2003.12,0.14989489,0.033009899
2004.01,0.147177125,-0.531607915
2004.02,-0.163231979,-1.065812539
2004.03,-0.334083142,-0.148531587
2004.04,-0.465904408,-0.392693456
2004.05,0.095878487,0.273760827
2004.06,-0.041828858,0.506889588
2004.07,-0.406355824,-0.117100213
2004.08,-0.624691215,-0.433276957
2004.09,-0.239307039,-0.345168042
2004.10,-0.36433619,-0.374561351
2004.11,-0.848482624,-0.419203309
2004.12,-0.481617397,0.229775186
2005.01,-0.488922274,0.099524642
2005.02,-0.345344133,0.146617492
2005.03,-0.34037102,-0.141973069
2005.04,-0.195410641,-0.823831292
2005.05,-0.795311915,-1.215668628
2005.06,-0.248496875,-0.843029292
2005.07,-0.100837096,-0.664467747
2005.08,0.131771409,-0.589009024
2005.09,0.298903519,-0.384129089
2005.10,-0.31722578,-1.00302622
2005.11,-0.310324633,-0.682854068
2005.12,-0.190940125,-1.026586156
2006.01,0.21653416,-0.334821493
2006.02,0.639782146,-0.41937688
2006.03,0.037667879,-0.105067678
2006.04,0.439459028,0.282568631
2006.05,0.624557227,-0.041405377
2006.06,0.187306108,-0.169473532
2006.07,-0.068987261,-0.522853476
2006.08,0.222751924,-0.189111295
2006.09,-0.263766953,-0.322036274
2006.10,-0.871810506,-0.792713753
2006.11,-0.636631069,-0.30646971
2006.12,-0.905275988,-0.581428496
2007.01,-1.127201138,-0.815859072
2007.02,-0.604652346,-0.335887108
2007.03,-0.856920042,-0.104559623
2007.04,-1.18869362,-1.025531004
2007.05,-1.043008533,-0.991946247
2007.06,-0.925514686,-0.559957456
2007.07,-0.769913794,-0.484350818
2007.08,-0.415270934,-0.568563712
2007.09,-0.582161801,-0.138350986
2007.10,-0.834295302,-0.807250683
2007.11,-1.397109048,-1.547124988
2007.12,-0.241415738,-1.164470043
2008.01,0.188982502,-0.371622805
2008.02,0.081546958,-1.041226246
2008.03,1.38467937,1.380798807
2008.04,0.265694198,0.508557288
2008.05,0.894886014,1.658363671
2008.06,0.222804968,1.430297674
2008.07,0.017157373,0.611331015
2008.08,-0.319082849,0.395307052
2008.09,-0.502114535,0.028064033
2008.10,-0.077088793,0.595545165
2008.11,-0.025154693,-0.342867646
2008.12,0.42174621,0.453256448
2009.01,-0.03039816,0.088526807
2009.02,0.420037296,0.406695195
2009.03,0.565332532,0.448908279
2009.04,0.220571841,0.141585048
2009.05,0.496010071,-0.375071709
2009.06,0.130638193,0.208107725
2009.07,0.659550116,0.459156721
2009.08,1.010429997,0.221366889
2009.09,1.562434407,0.59762118
2009.10,1.210410369,0.154189067
2009.11,0.792889152,-0.18418568
2009.12,0.880102647,-0.512189196
2010.01,1.336075231,-0.042503781
2010.02,0.697510627,-0.26410055
2010.03,-0.081902006,-0.651239975
2010.04,0.625110979,0.078187332
2010.05,0.494185698,0.396319972
2010.06,0.39372808,-0.017101479
2010.07,0.471822774,0.386511059
2010.08,0.138367133,-0.706558787
2010.09,0.412611566,-0.557066979
2010.10,-0.047574476,-0.776877784
2010.11,-0.359683846,-0.670236827
2010.12,-0.240784214,-0.706477249
2011.01,-0.411042198,-1.027992065
2011.02,-0.211794473,-0.284441462
2011.03,-0.302992363,-0.348337972
2011.04,-0.107072786,-0.2873891
2011.05,-0.369517276,-0.309047728
2011.06,0.154428598,0.707507619
2011.07,-0.201191007,0.241672095
2011.08,-0.361138523,-0.115294158
2011.09,-0.008341941,0.089508987
2011.10,0.542090942,0.360360091
2011.11,-0.064178403,0.136091824
2011.12,0.21575361,0.773673976
2012.01,-0.460021194,0.431895822
2012.02,0.097784627,0.282361198
2012.03,1.006284261,0.948892018
2012.04,1.207773434,1.398794328
2012.05,1.51696228,1.778948018
2012.06,1.17152976,2.060387507
2012.07,0.724314469,1.395800284
2012.08,0.35555272,0.34650256
2012.09,0.32170724,0.152265729
2012.10,0.691406865,0.607885903
2012.11,0.517279973,-0.142938129
2012.12,1.09215261,0.091217277
2013.01,1.07465601,0.433556757
2013.02,1.150085924,0.568549399
2013.03,0.774989854,0.435699991
2013.04,0.592591905,0.093723814
2013.05,0.54510054,-0.045163911
2013.06,0.102210639,0.113101492
2013.07,0.115799564,-0.131168842
2013.08,0.423440631,0.386340971
2013.09,0.821654263,0.366342517
2013.10,0.867502252,0.285358644
2013.11,1.005664494,0.595790436
2013.12,0.841876211,0.613042008
2014.01,0.638427187,0.248133656
2014.02,1.630669237,0.731126155
2014.03,1.27654864,0.179502303
2014.04,1.130438358,1.343992312
2014.05,0.984388063,0.863980352
2014.06,1.126732249,0.93269719
2014.07,1.055883548,0.767962815
2014.08,1.174937005,1.030200348
2014.09,1.162119555,0.907818124
2014.10,0.929301045,0.64297741
2014.11,0.830517144,0.666982966
2014.12,1.384478033,0.931196239
2015.01,1.77859754,1.293945983
2015.02,1.990514644,1.157936516
2015.03,1.475516428,0.561727857
2015.04,1.12077408,1.536273045
2015.05,0.872919736,0.649720284
2015.06,0.635193629,0.405203537
2015.07,0.93197939,1.81572585
2015.08,0.462929059,0.570953985
2015.09,1.947765772,2.247869568
2015.10,1.616331732,1.27055265
2015.11,1.764120831,1.794750217
2015.12,0.75775611,0.994020135
2016.01,1.43391779,1.570458213
2016.02,2.141177552,2.224883009
2016.03,1.530511086,0.996592199
2016.04,1.457792435,1.701020804
2016.05,0.913256947,1.902653938
2016.06,1.411288012,1.973932551
2016.07,1.739456984,1.711455141
2016.08,2.109920533,1.841022671
2016.09,1.930731316,1.666128031
2016.10,1.602104949,1.532065811
2016.11,0.741701659,-0.131495055
2016.12,0.682446828,-0.36635392
2017.01,0.984723515,-0.068069534
2017.02,0.852770743,1.056805623
2017.03,1.273894304,1.288007036
2017.04,0.73103177,1.138676292
2017.05,0.400055662,-0.300866892
2017.06,0.673626655,0.030585323
2017.07,1.58007937,0.492362551
2017.08,1.200461939,0.120146216
2017.09,0.989481652,-0.182696975
2017.10,0.999917224,-0.182093657
2017.11,1.0384931,0.108506425
2017.12,0.959117144,0.074504951
2018.01,1.290637013,0.266950004
2018.02,1.934545791,1.565150141
2018.03,1.675709957,1.124400907
2018.04,1.622553323,1.268550043
