sp_code,COMMON_NAME,SCIENTIFIC_NAME,NODC_ORDER,FAMILY,COMMON_FAMILY,GROUP_CODE,GROUP_NAME,SUPERGROUP_CODE,SUPERGROUP_NAME
8741050503,DRAGON MORAY,MURAENA PARDALIS,,,,010,MORAY EELS,E,EELS
8741050713,NEEDLE-TOOTH MORAY,UROPTERYGIUS MACROCEPHALUS,,,,010,MORAY EELS,E,EELS
8741050801,VIPER MORAY,ENCHELYNASSA CANINA,,,,010,MORAY EELS,E,EELS
8741120000,CONGER EEL FAMILY,CONGRIDAE,,,,011,CONGER EELS,E,EELS
8741120103,MUSTACHE CONGER EEL,CONGER CINEREUS,,,,011,CONGER EELS,E,EELS
8741130000,SNAKE EEL FAMILY,OPHICHTHIDAE,,,,012,SNAKE EELS,E,EELS
8747010000,HERRING FAMILY,CLUPEIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8747010601,ROUND HERRING,ETRUMEUS TERES,,,,,OTHER FISHES,Y,OTHER FISHES
8747011601,DELICATE ROUND HERRING,SPRATELLOIDES DELICATULUS,,,,,OTHER FISHES,Y,OTHER FISHES
8747013301,GOLDSPOT HERRING,HERKLOTSICHTHYS QUADRIMACULATUS,,,,,OTHER FISHES,Y,OTHER FISHES
8747020000,ANCHOVY FAMILY,ENGRAULIDAE,,,,,OTHER ANCHOVIES,F,ANCHOVIES
8747020904,HAWAIIAN ANCHOVIES,ENCRASICHOLINA PURPUREA,,,,,OTHER ANCHOVIES,F,ANCHOVIES
8762020000,LIZARDFISH FAMILY,SYNODONTIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8762020305,SLENDER LIZARDFISH,SAURIDA GRACILIS,,,,,OTHER FISHES,Y,OTHER FISHES
8771010101,MILKFISH,CHANOS CHANOS,,,,,OTHER FISHES,Y,OTHER FISHES
8792010000,CUSK EEL FAMILY,OPHIDIIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8803010000,FLYINGFISH FAMILY,EXOCOETIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8803010205,POLYNESIAN HALFBEAK,HEMIRAMPHUS DEPAUPERATUS,,,,,OTHER FISHES,Y,OTHER FISHES
8803010299,HALFBEAK FISH FAMILY,HEMIRAMPHIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8803010314,ACUTE HALFBEAK,HYPORHAMPHUS ACUTUS,,,,,OTHER FISHES,Y,OTHER FISHES
8803010602,GREEN HALFBEAK,EULEPTORHAMPHUS VIRIDIS,,,,,OTHER FISHES,Y,OTHER FISHES
8803020000,NEEDLEFISH FAMILY,BELONIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8803020302,HOUNDFISH,TYLOSURUS CROCODILUS,,,,,OTHER FISHES,Y,OTHER FISHES
8803020401,KEELTAIL NEEDLEFISH,PLATYBELONE ARGALUS,,,,,OTHER FISHES,Y,OTHER FISHES
8805020000,SILVERSIDE FAMILY,ATHERINIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8805020502,HAWAIIAN SILVERSIDE,ATHERINOMORUS INSULARUM,,,,,OTHER FISHES,Y,OTHER FISHES
8805030101,HAWAIIAN SURF SARDINE,ISO HAWAIIENSIS,,,,,OTHER FISHES,Y,OTHER FISHES
8810080000,SQUIRRELFISH FAMILY,HOLOCENTRIDAE,,,,016,OTHER SOLDIERFISHES,G,SQUIRREL/SOLDIERFISHES
8810080115,YELLOWSTRIPED SQUIRRELFISH,HOLOCENTRUS ENSIFER,,,,013,SQUIRREL FISHES,G,SQUIRREL/SOLDIERFISHES
8810080119,HAWAIIAN SQUIRRELFISH,HOLOCENTRUS XANTHERYTHRUM,,,,013,SQUIRREL FISHES,G,SQUIRREL/SOLDIERFISHES
8810080120,PEPPERED SQUIRRELFISH,SARGOCENTRON PUNCTATISSIMUM,,,,013,SQUIRREL FISHES,G,SQUIRREL/SOLDIERFISHES
8810080202,EPAULETTE SOLDIERFISH,MYRIPRISTIS KUNTEE,,,,016,OTHER SOLDIERFISHES,G,SQUIRREL/SOLDIERFISHES
8810080203,BIGSCALE SOLDIERFISH,MYRIPRISTIS BERNDTI,,,,014,BIGSCALE SOLDIERFISH,G,SQUIRREL/SOLDIERFISHES
8810080205,YELLOWFIN SOLDIERFISH,MYRIPRISTIS CHRYSERES,,,,016,OTHER SOLDIERFISHES,G,SQUIRREL/SOLDIERFISHES
8810080212,WHITETIP SOLDIERFISH,MYRIPRISTIS VITTATA,,,,015,WHITETIP SOLDIERFISH,G,SQUIRREL/SOLDIERFISHES
8810080219,BRICK SOLDIERFISH,MYRIPRISTIS AMAENA,,,,016,OTHER SOLDIERFISHES,G,SQUIRREL/SOLDIERFISHES
8810080402,ROUGHSCALE SOLDIERFISH,PLECTRYPOPS LIMA,,,,016,OTHER SOLDIERFISHES,G,SQUIRREL/SOLDIERFISHES
8810080801,SPINYFACE SOLDIER,PRISTILEPIS OLIGOLEPIS,,,,016,OTHER SOLDIERFISHES,G,SQUIRREL/SOLDIERFISHES
8810080901,SABER SQUIRRELFISH,SARGOCENTRON SPINIFERUM,,,,013,SQUIRREL FISHES,G,SQUIRREL/SOLDIERFISHES
8810080904,CROWN SQUIRRELFISH,SARGOCENTRON DIADEMA,,,,013,SQUIRREL FISHES,G,SQUIRREL/SOLDIERFISHES
8810080907,TAHITIAN SQUIRRELFISH,SARGOCENTRON TIERE,,,,013,SQUIRREL FISHES,G,SQUIRREL/SOLDIERFISHES
8810081004,SPOTFIN SQUIRRELFISH,NEONIPHON SAMMARA,,,,013,SQUIRREL FISHES,G,SQUIRREL/SOLDIERFISHES
8819010102,CHINESE TRUMPETFISH,AULOSTOMUS CHINENSIS,,,,,OTHER FISHES,Y,OTHER FISHES
8819020104,CORNETFISH,FISTULARIA COMMERSONI,,,,,OTHER FISHES,Y,OTHER FISHES
8826010000,SCORPIONFISH FAMILY,SCORPAENIDAE,,,,,OTHER SCORPIONFISHES,H,SCORPIONFISHES
8826010507,LARGE HEADED SCORPIONFISH,PONTINUS MACROCEPHALUS,,,,,OTHER SCORPIONFISHES,H,SCORPIONFISHES
8826010617,SPOTFIN SCORPIONFISH,SCORPAENA BALLIEUI,,,,,OTHER SCORPIONFISHES,H,SCORPIONFISHES
8826010619,SPECKLED SCORPIONFISH,SCORPAENA CONIORTA,,,,,OTHER SCORPIONFISHES,H,SCORPIONFISHES
8826011301,TITAN SCORPIONFISH,SCORPAENOPSIS CACOPSIS,,,,,OTHER SCORPIONFISHES,H,SCORPIONFISHES
8826011304,DEVIL SCORPIONFISH,SCORPAENOPSIS DIABOLUS,,,,,OTHER SCORPIONFISHES,H,SCORPIONFISHES
8826011502,HAWAIIAN LIONFISH,DENDROCHIRUS BARBERI,,,,,OTHER SCORPIONFISHES,H,SCORPIONFISHES
8832010301,HELMET GURNARD,DACTYLOPTENA ORIENTALIS,,,,,OTHER FISHES,Y,OTHER FISHES
8835020000,SEA BASS FAMILY,SERRANIDAE,,,,017,GROUPERS,I,SEA BASSES
8835020413,HAWAIIAN GROUPER,EPINEPHELUS QUERNUS,,,,017,GROUPERS,I,SEA BASSES
8835020707,BICOLOR ANTHIAS,ANTHIAS BICOLOR,,,,017,GROUPERS,I,SEA BASSES
8835024612,PEACOCK GROUPER,CEPHALOPHOLIS ARGUS,,,,017,GROUPERS,I,SEA BASSES
8835140101,HAWAIIAN FLAGTAIL,KUHLIA SANDVICENSIS,,,,018,HAWAIIAN FLAGTAIL,J,FLAGTAILS
8835170000,BIGEYE FAMILY,PRIACANTHIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8835170102,GLASSEYE SNAPPER,HETEROPRIACANTHUS CRUENTATUS,,,,,OTHER FISHES,Y,OTHER FISHES
8835170104,HAWAIIAN BIGEYE,PRIACANTHUS MEEKI,,,,,OTHER FISHES,Y,OTHER FISHES
8835180000,CARDINALFISH FAMILY,APOGONIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8835180118,BANDFIN CARDINALFISH,APOGON MENESEMUS,,,,,OTHER FISHES,Y,OTHER FISHES
8835180122,SPOTTED CARDINALFISH,APOGON MACULIFERUS,,,,,OTHER FISHES,Y,OTHER FISHES
8835180123,IRIDESCENT CARDINALFISH,APOGON KALLOPTERUS,,,,,OTHER FISHES,Y,OTHER FISHES
8835280000,JACK FAMILY,CARANGIDAE,,,,027,OTHER JACKS,K,JACKS (TREVALLYS)
8835280201,AFRICAN POMPANO,ALECTIS CILIARIS,,,,027,OTHER JACKS,K,JACKS (TREVALLYS)
8835280307,BLACK TREVALLY,CARANX LUGUBRIS,,,,027,OTHER JACKS,K,JACKS (TREVALLYS)
8835280310,GIANT TREVALLY,CARANX IGNOBILIS,,,,019,GIANT TREVALLY,K,JACKS (TREVALLYS)
8835280311,BLUEFIN TREVALLY,CARANX MELAMPYGUS,,,,020,BLUEFIN TREVALLY,K,JACKS (TREVALLYS)
8835280312,BIGEYE TREVALLY,CARANX SEXFASCIATUS,,,,021,BIGEYE TREVALLY,K,JACKS (TREVALLYS)
8835280601,BIGEYE SCAD,SELAR CRUMENOPHTHALMUS,,,,022,BIGEYE SCAD,K,JACKS (TREVALLYS)
8835280801,GREATER AMBERJACK,SERIOLA DUMERILI,,,,023,GREATER AMBERJACK,K,JACKS (TREVALLYS)
8835281201,MACKEREL SCAD,DECAPTERUS MACARELLUS,,,,024,MACKEREL SCAD,K,JACKS (TREVALLYS)
8835281301,RAINBOW RUNNER,ELAGATIS BIPINNULATA,,,,027,OTHER JACKS,K,JACKS (TREVALLYS)
8835281701,WHITEMOUTH TREVALLY,URASPIS SECUNDA,,,,025,WHITEMOUTH TREVALLY,K,JACKS (TREVALLYS)
8835281901,GOLDEN TREVALLY,GNATHANODON SPECIOSUS,,,,027,OTHER JACKS,K,JACKS (TREVALLYS)
8835282001,BARRED JACK,CARANGOIDES FERDAU,,,,027,OTHER JACKS,K,JACKS (TREVALLYS)
8835282004,ISLAND JACK,CARANGOIDES ORTHOGRAMMUS,,,,026,ISLAND JACK,K,JACKS (TREVALLYS)
8835282501,THICK LIPPED JACK,PSEUDOCARANX DENTEX,,,,027,OTHER JACKS,K,JACKS (TREVALLYS)
8835282802,LEATHERBACK,CHORINEMUS SANCTIPETRI,,,,027,OTHER JACKS,K,JACKS (TREVALLYS)
8835290000,DOLPHIN FAMILY,CORYPHAENIDAE,,,,,OTHER DOLPHINS,L,DOLPHINS
8835290101,DOLPHIN,CORYPHAENA HIPPURUS,,,,,OTHER DOLPHINS,L,DOLPHINS
8835290102,POMPANO DOLPHIN,CORYPHAENA EQUISELIS,,,,,OTHER DOLPHINS,L,DOLPHINS
8835360114,BLUESTRIPE SNAPPER,LUTJANUS KASMIRA,,,,028,BLUESTRIPE SNAPPER,M,SNAPPERS
8835360115,BLACKTAIL SNAPPER,LUTJANUS FULVUS,,,,029,BLACKTAIL SNAPPER,M,SNAPPERS
8835360302,RUBY SNAPPER,ETELIS CARBUNCULUS,,,,033,OTHER SNAPPERS,M,SNAPPERS
8835360304,LONGTAILED RED SNAPPER,ETELIS CORUSCANS,,,,033,OTHER SNAPPERS,M,SNAPPERS
8835360704,PINK SNAPPER,PRISTIPOMOIDES FILAMENTOSUS,,,,030,PINK SNAPPER,M,SNAPPERS
8835360706,VON SIEBOLDS SNAPPER,PRISTIPOMOIDES SIEBOLDII,,,,031,VON SIEBOLDS SNAPPER,M,SNAPPERS
8835360707,BINGHAMS SNAPPER,PRISTIPOMOIDES ZONATUS,,,,033,OTHER SNAPPERS,M,SNAPPERS
8835360801,GREEN JOBFISH,APRION VIRESCENS,,,,032,GREEN JOBFISH,M,SNAPPERS
8835360901,IRONJAW SNAPPER,APHAREUS RUTILANS,,,,033,OTHER SNAPPERS,M,SNAPPERS
8835360902,SMALLTOOTH JOBFISH,APHAREUS FURCATUS,,,,033,OTHER SNAPPERS,M,SNAPPERS
8835420301,BIGEYE EMPEROR,MONOTAXIS GRANDOCULIS,,,,,OTHER FISHES,Y,OTHER FISHES
8835450000,GOATFISH FAMILY,MULLIDAE,,,,038,OTHER GOATFISHES,N,GOATFISHES
8835450102,YELLOWSTRIPE GOATFISH,MULLOIDICHTHYS FLAVOLINEATUS,,,,034,YELLOWSTRIPE GOATFISH,N,GOATFISHES
8835450103,YELLOWFIN GOATFISH,MULLOIDICHTHYS VANICOLENSIS,,,,038,OTHER GOATFISHES,N,GOATFISHES
8835450104,PFLUGERS GOATFISH,MULLOIDICHTHYS PFLUGERI,,,,038,OTHER GOATFISHES,N,GOATFISHES
8835450403,BANDTAIL GOATFISH,UPENEUS ARGE,,,,035,BANDTAIL GOATFISH,N,GOATFISHES
8835450502,DOUBLEBAR GOATFISH,PARUPENEUS BIFASCIATUS,,,,038,OTHER GOATFISHES,N,GOATFISHES
8835450503,SIDESPOT GOATFISH,PARUPENEUS PLEUROSTIGMA,,,,038,OTHER GOATFISHES,N,GOATFISHES
8835450504,WHITESADDLE GOATFISH,PARUPENEUS PORPHYREUS,,,,036,WHITESADDLE GOATFISH,N,GOATFISHES
8835450505,MANYBAR GOATFISH,PARUPENEUS MULTIFASCIATUS,,,,037,MANYBAR GOATFISH,N,GOATFISHES
8835450506,YELLOWBARBEL GOATFISH,PARUPENEUS CHRYSONEMUS,,,,038,OTHER GOATFISHES,N,GOATFISHES
8835450507,BLUE GOATFISH,PARUPENEUS CYCLOSTOMUS,,,,038,OTHER GOATFISHES,N,GOATFISHES
8835510000,SEA CHUB FAMILY,KYPHOSIDAE,,,,040,OTHER SEA CHUBS,O,SEA CHUBS
8835510103,HIGHFIN RUDDERFISH,KYPHOSUS CINERASCENS,,,,039,HIGHFIN RUDDERFISH,O,SEA CHUBS
8835510104,GRAY CHUB,KYPHOSUS BIGIBBUS,,,,040,OTHER SEA CHUBS,O,SEA CHUBS
8835510105,LOWFIN CHUB,KYPHOSUS VAIGIENSIS,,,,040,OTHER SEA CHUBS,O,SEA CHUBS
8835510501,STRIPEY,MICROCANTHUS STRIGATUS,,,,,OTHER SEA CHUBS,O,SEA CHUBS
8835550000,BUTTERFLYFISH FAMILY,CHAETODONTIDAE,,,,,OTHER BUTTERFLYFISHES,P,BUTTERFLYFISHES
8835550109,THREADFIN BUTTERFLYFISH,CHAETODON AURIGA,,,,,OTHER BUTTERFLYFISHES,P,BUTTERFLYFISHES
8835550112,BLUESTRIPE BUTTERFLYFISH,CHAETODON FREMBLII,,,,,OTHER BUTTERFLYFISHES,P,BUTTERFLYFISHES
8835550115,RACOON BUTTERFLYFISH,CHAETODON LUNULA,,,,,OTHER BUTTERFLYFISHES,P,BUTTERFLYFISHES
8835550116,MILLETSEED BUTTERFLYFISH,CHAETODON MILIARIS,,,,,OTHER BUTTERFLYFISHES,P,BUTTERFLYFISHES
8835550118,FOURSPOT BUTTERFLYFISH,CHAETODON QUADRIMACULATUS,,,,,OTHER BUTTERFLYFISHES,P,BUTTERFLYFISHES
8835550122,TEARDROP BUTTERFLYFISH,CHAETODON UNIMACULATUS,,,,,OTHER BUTTERFLYFISHES,P,BUTTERFLYFISHES
8835550902,LONGNOSE BUTTERFLYFISH,FORCIPIGER FLAVISSIMUS,,,,,OTHER BUTTERFLYFISHES,P,BUTTERFLYFISHES
8835610499,TILAPIA,SAROTHERODON MELANOTHERON,,,,,OTHER FISHES,Y,OTHER FISHES
8835620000,DAMSELFISH FAMILY,POMACENTRIDAE,,,,042,OTHER DAMSELFISHES,Q,DAMSELFISHES
8835620103,HAWAIIAN SERGEANT,ABUDEFDUF ABDOMINALIS,,,,042,OTHER DAMSELFISHES,Q,DAMSELFISHES
8835620104,BLACKSPOT SERGEANT,ABUDEFDUF SORDIDUS,,,,041,BLACKSPOT SERGEANT,Q,DAMSELFISHES
8835620312,OVAL CHROMIS,CHROMIS OVALIS,,,,042,OTHER DAMSELFISHES,Q,DAMSELFISHES
8835620315,THREESPOT CHROMIS,CHROMIS VERATER,,,,042,OTHER DAMSELFISHES,Q,DAMSELFISHES
8835620904,ROCK DAMSELFISH,PLECTROGLYPHIDODON SINDONIS,,,,042,OTHER DAMSELFISHES,Q,DAMSELFISHES
8835621235,PACIFIC GREGORY,POMACENTRUS FASCIOLATUS,,,,042,OTHER DAMSELFISHES,Q,DAMSELFISHES
8835640000,HAWKFISH FAMILY,CIRRHITIDAE,,,,,OTHER HAWKFISHES,R,HAWKFISHES
8835640201,BLACKSIDE HAWKFISH,PARACIRRHITES FORSTERI,,,,,OTHER HAWKFISHES,R,HAWKFISHES
8835640202,ARC-EYE HAWKFISH,PARACIRRHITES ARCATUS,,,,,OTHER HAWKFISHES,R,HAWKFISHES
8835640301,REDBARRED HAWKFISH,CIRRHITOPS FASCIATUS,,,,,OTHER HAWKFISHES,R,HAWKFISHES
8835640401,STOCKY HAWKFISH,CIRRHITUS PINNULATUS,,,,,OTHER HAWKFISHES,R,HAWKFISHES
8835710000,POMFRET FAMILY,BRAMIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8836010000,MULLET FAMILY,MUGILIDAE,,,,044,OTHER MULLETS,S,MULLETS
8836010101,STRIPED MULLET,MUGIL CEPHALUS,,,,043,STRIPED MULLET,S,MULLETS
8836010601,SHARPNOSE MULLET,NEOMYXUS LEUCISCUS,,,,044,OTHER MULLETS,S,MULLETS
8836011806,SUMMER MULLET,VALAMUGIL ENGELI,,,,044,OTHER MULLETS,S,MULLETS
8860020404,SQUARETAIL FILEFISH,CANTHERHINES SANDWICHIENSIS,,,,,OTHER FISHES,Y,OTHER FISHES
8860020601,BLACK TRIGGERFISH,MELICHTHYS NIGER,,,,,OTHER FISHES,Y,OTHER FISHES
8860020602,PINKTAIL DURGON,MELICHTHYS VIDUA,,,,,OTHER FISHES,Y,OTHER FISHES
8860020902,FANTAIL FILEFISH,PERVAGOR SPILOSOMA,,,,,OTHER FISHES,Y,OTHER FISHES
8860021101,LAGOON TRIGGERFISH,RHINECANTHUS ACULEATUS,,,,,OTHER FISHES,Y,OTHER FISHES
8860021102,REEF TRIGGERFISH,RHINECANTHUS RECTANGULUS,,,,,OTHER FISHES,Y,OTHER FISHES
8860021201,LEI TRIGGERFISH,SUFFLAMEN BURSA,,,,,OTHER FISHES,Y,OTHER FISHES
8860030000,TRUNKFISHES FAMILY,OSTRACIIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8860030303,SPOTTED BOXFISH,OSTRACION MELEAGRIS,,,,,OTHER FISHES,Y,OTHER FISHES
8860030802,THORNBACK COWFISH,LACTORIA FORNASINI,,,,,OTHER FISHES,Y,OTHER FISHES
8861010000,PUFFER FAMILY,TETRAODONTIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8861010302,STRIPEBELLY PUFFER,AROTHRON HISPIDUS,,,,,OTHER FISHES,Y,OTHER FISHES
8861010303,SPECKLED BALOONFISH,AROTHRON MELEAGRIS,,,,,OTHER FISHES,Y,OTHER FISHES
8861010402,AMBON TOBY,CANTHIGASTER AMBOINENSIS,,,,,OTHER FISHES,Y,OTHER FISHES
8861030000,PORCUPINEFISH FAMILY,DIODONTIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8861030201,PORCUPINEFISH,DIODON HYSTRIX,,,,,OTHER FISHES,Y,OTHER FISHES
8861030202,SPINY PORCUPINEFISH,DIODON HOLOCANTHUS,,,,,OTHER FISHES,Y,OTHER FISHES
8837010104,GREAT BARRACUDA,SPHYRAENA BARRACUDA,,,,,OTHER BARRACUDAS,T,BARRACUDAS
8837010106,HELLERS BARRACUDA,SPHYRAENA HELLERI,,,,,OTHER BARRACUDAS,T,BARRACUDAS
8838010106,SIX-FINGERED THREADFIN,POLYDACTYLUS SEXFILIS,,,,,OTHER FISHES,Y,OTHER FISHES
8839010000,WRASSE FAMILY,LABRIDAE,,,,048,OTHER WRASSES,U,WRASSES
8839010303,HAWAIIAN HOGFISH,BODIANUS BILUNULATUS,,,,045,HAWAIIAN HOGFISH,U,WRASSES
8839010711,ORNATE WRASSE,HALICHOERES ORNATISSIMUS,,,,048,OTHER WRASSES,U,WRASSES
8839010800,RAZORFISH GENUS,HEMIPTERONOTUS,,,,046,RAZORFISHES,U,WRASSES
8839010806,PEACOCK RAZORFISH,HEMIPTERONOTUS  PAVONINUS,,,,046,RAZORFISHES,U,WRASSES
8839010808,BLACKSIDE RAZORFISH,HEMIPTERONOTUS UMBRILATUS,,,,046,RAZORFISHES,U,WRASSES
8839010812,BALDWINS WRASSE,HEMIPTERONOTUS BALDWINI,,,,046,RAZORFISHES,U,WRASSES
8839011002,BLACKTAIL WRASSE,THALASSOMA BALLIEUI,,,,048,OTHER WRASSES,U,WRASSES
8839011004,SADDLE WRASSE,THALASSOMA DUPERREYI,,,,048,OTHER WRASSES,U,WRASSES
8839011007,SURGE WRASSE,THALASSOMA PURPUREUM,,,,048,OTHER WRASSES,U,WRASSES
8839011019,CHRISTMAS WRASSE,THALASSOMA TRILOBATUM,,,,048,OTHER WRASSES,U,WRASSES
8839011301,PEARL WRASSE,ANAMPSES CUVIERI,,,,048,OTHER WRASSES,U,WRASSES
8839011302,PSYCHEDELIC WRASSE,ANAMPSES CHRYSOCEPHALUS,,,,048,OTHER WRASSES,U,WRASSES
8839011401,CIGAR,CHEILIO INERMIS,,,,048,OTHER WRASSES,U,WRASSES
8839011510,RINGTAIL WRASSE,CHEILINUS UNIFASCIATUS,,,,048,OTHER WRASSES,U,WRASSES
8839012001,BIRD WRASSE,GOMPHOSUS VARIUS,,,,048,OTHER WRASSES,U,WRASSES
8839012201,SHORTNOSE WRASSE,MACROPHARYNGODON GEOFFROYI,,,,048,OTHER WRASSES,U,WRASSES
8839012301,LINED CORIS,CORIS BALLIEUI,,,,048,OTHER WRASSES,U,WRASSES
8839012302,YELLOWSTRIPE CORIS,CORIS FLAVOVITTATA,,,,048,OTHER WRASSES,U,WRASSES
8839012303,YELLOWTAIL CORIS,CORIS GAIMARDI,,,,048,OTHER WRASSES,U,WRASSES
8839013002,DRAGON WRASSE,NOVACULICHTHYS TAENIOURUS,,,,047,DRAGON WRASSE,U,WRASSES
8839030000,PARROTFISH FAMILY,SCARIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8839030107,SPECTACLED PARROTFISH,SCARUS PERSPICILLATUS,,,,,OTHER FISHES,Y,OTHER FISHES
8839030108,REGAL PARROTFISH,SCARUS DUBIUS,,,,,OTHER FISHES,Y,OTHER FISHES
8839030113,BULLETHEAD PARROTFISH,SCARUS SORDIDUS,,,,,OTHER FISHES,Y,OTHER FISHES
8839030114,BANDTAIL PARROTFISH,SCARUS TAENIURUS,,,,,OTHER FISHES,Y,OTHER FISHES
8839030146,PALENOSE PARROTFISH,SCARUS PSITTACUS,,,,,OTHER FISHES,Y,OTHER FISHES
8839030151,REDLIP PARROTFISH,SCARUS RUBROVIOLACEUS,,,,,OTHER FISHES,Y,OTHER FISHES
8839030603,STAREYE PARROTFISH,CALOTOMUS CAROLINUS,,,,,OTHER FISHES,Y,OTHER FISHES
8839030604,YELLOWBAR PARROTFISH,CALOTOMUS ZONARCHUS,,,,,OTHER FISHES,Y,OTHER FISHES
8842010000,COMBTOOTH BLENNY FAMILY,BLENNIIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8847010000,GOBY FAMILY,GOBIIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8849010000,SURGEON FISH FAMILY,ACANTHURIDAE,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010114,BROWN SURGEONFISH,ACANTHURUS NIGROFUSCUS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010107,YELLOWFIN SURGEONFISH,ACANTHURUS XANTHOPTERUS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010108,EYESTRIPED SURGEONFISH,ACANTHURUS DUSSUMIERI,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010109,ACHILLES TANG,ACANTHURUS ACHILLES,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010111,WHITESPOTTED SURGEONFISH,ACANTHURUS GUTTATUS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010112,WHITE BAR SURGEONFISH,ACANTHURUS LEUCOPAREIUS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010115,BLUELINED SURGEONFISH,ACANTHURUS NIGRORIS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010116,ORANGEBAND SURGEONFISH,ACANTHURUS OLIVACEUS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010118,CONVICT TANG,ACANTHURUS TRIOSTEGUS,,,,049,CONVICT TANG,V,SURGEONFISHES
