sp_code,COMMON_NAME,SCIENTIFIC_NAME,NODC_ORDER,FAMILY,COMMON_FAMILY,GROUP_CODE,GROUP_NAME,SUPERGROUP_CODE,SUPERGROUP_NAME
8827010000,GREENLING FAMILY,Hexagrammidae,Scorpaeniformes,Hexagrammidae,greenlings,062,OTHER GREENLINGS,37,GREENLINGS
8827010100,GREENLING GENUS,HEXAGRAMMOS,Scorpaeniformes,Hexagrammidae,greenlings,062,OTHER GREENLINGS,37,GREENLINGS
8827010101,KELP GREENLING,HEXAGRAMMOS DECAGRAMMUS,Scorpaeniformes,Hexagrammidae,greenlings,060,KELP GREENLING,37,GREENLINGS
8827010102,ROCK GREENLING,HEXAGRAMMOS LAGOCEPHALUS,Scorpaeniformes,Hexagrammidae,greenlings,062,OTHER GREENLINGS,37,GREENLINGS
8827010103,MASKED GREENLING,HEXAGRAMMOS OCTOGRAMMUS,Scorpaeniformes,Hexagrammidae,greenlings,062,OTHER GREENLINGS,37,GREENLINGS
8827010104,WHITESPOTTED GREENLING,HEXAGRAMMOS STELLERI,Scorpaeniformes,Hexagrammidae,greenlings,062,OTHER GREENLINGS,37,GREENLINGS
8827010201,LINGCOD,OPHIODON ELONGATUS,Scorpaeniformes,Hexagrammidae,greenlings,061,LINGCOD,37,GREENLINGS
8827010401,LONGSPINE COMBFISH,ZANIOLEPIS LATIPINNIS,Scorpaeniformes,Hexagrammidae,greenlings,062,OTHER GREENLINGS,37,GREENLINGS
8827010402,SHORTSPINE COMBFISH,ZANIOLEPIS FRENATA,Scorpaeniformes,Hexagrammidae,greenlings,062,OTHER GREENLINGS,37,GREENLINGS
8827010501,ATKA MACKEREL,PLEUROGRAMMUS MONOPTERYGIUS,Scorpaeniformes,Hexagrammidae,greenlings,062,OTHER GREENLINGS,37,GREENLINGS
8827020000,SABLEFISH FAMILY,Anoplopomatidae,Scorpaeniformes,Anoplopomatidae,sablefishs,,SABLEFISHES,36,SABLEFISHES
8827020101,SABLEFISH,ANOPLOPOMA FIMBRIA,Scorpaeniformes,Anoplopomatidae,sablefishs,,SABLEFISHES,36,SABLEFISHES
8827020201,SKILFISH,ERILEPIS ZONIFER,Scorpaeniformes,Anoplopomatidae,sablefishs,,SABLEFISHES,36,SABLEFISHES
8827020301,PAINTED GREENLING,OXYLEBIUS PICTUS,Scorpaeniformes,Hexagrammidae,sablefishs,062,OTHER GREENLINGS,37,GREENLINGS
8831010101,TWOHORN SCULPIN,ICELUS BICORNIS,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831010105,SPATULATE SCULPIN,ICELUS SPATULA,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831020000,SCULPIN FAMILY,COTTIDAE,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831020101,SCALED SCULPIN,ARCHAULUS BISERIATUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020305,HAMECON,ARTEDIELLUS SCABER,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020306,ARCTIC HOOKEAR SCULPIN,ARTEDIELLUS UNCINATUS,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831020307,ATLANTIC HOOKEAR SCULPIN,ARTEDIELLUS ATLANTICUS,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831020401,PADDED SCULPIN,ARTEDIUS FENESTRALIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020402,SCALYHEAD SCULPIN,ARTEDIUS HARRINGTONI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020403,SMOOTHHEAD SCULPIN,ARTEDIUS LATERALIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020404,PUGET SOUND SCULPIN,ARTEDIUS MEANYI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020405,BONEHEAD SCULPIN,ARTEDIUS NOTOSPILOTUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020406,CORRALLINE SCULPIN,ARTEDIUS CORALLINUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020407,ROUGHCHEEK SCULPIN,ARTEDIUS CREASERI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020501,ROSYLIP SCULPIN,ASCELICHTHYS RHODORUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020601,CRESTED SCULPIN,BLEPSIAS BILOBUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020602,SILVER SPOTTED SCULPIN,BLEPSIAS CIRRHOSUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020701,SHARPNOSE SCULPIN,CLINOCOTTUS ACUTICEPS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020702,CALICO SCULPIN,CLINOCOTTUS EMBRYUM,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020703,MOSSHEAD SCULPIN,CLINOCOTTUS GLOPICEPS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020704,WOLLY SCULPIN,CLINOCOTTUS ANALIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020705,BALD SCULPIN,CLINOCOTTUS RECALVUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020801,COASTRANGE SCULPIN,COTTUS ALEUTICUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020803,PRICKLY SCULPIN,COTTUS ASPER,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831020901,SPINYHEAD SCULPIN,DASYCOTTUS SETIGER,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021001,BUFFALO SCULPIN,ENOPHRYS BISON,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021002,ANTLERED SCULPIN,ENOPHRYS DICERAUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021003,LEISTER SCULPIN,ENOPHRYS LUCASI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021004,BULL SCULPIN,ENOPHRYS TAURINA,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021302,ARMORHEAD SCULPIN,GYMNOCANTHUS GALEATUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021304,ARCTIC STAGHORN SCULPIN,GYMNOCANTHUS TRICUSPIS,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831021400,IRISH LORD GENUS,HEMILEPIDOTUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021402,RED IRISH LORD,HEMILEPIDOTUS HEMILEPIDOTUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021403,YELLOW IRISH LORD,HEMILEPIDOTUS JORDANI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021405,BROWN IRISH LORD,HEMILEPIDOTUS SPINOSUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021502,BIGMOUTH SCULPIN,HEMITRIPTERUS BOLINI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021503,SEA RAVEN,HEMITRIPTERUS AMERICANUS,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831021601,NORTHERN SCULPIN,ICELINUS BOREALIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021602,DUSKY SCULPIN,ICELINUS BURCHANI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021603,THREADFIN SCULPIN,ICELINUS FILAMENTOSUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021604,SPOTFIN SCULPIN,ICELINUS TENUIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021605,FROGMOUTH SCULPIN,ICELINUS OCULATUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021606,PIT HEAD SCULPIN,ICELINUS CAVIFRONS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021607,FRINGED SCULPIN,ICELINUS FIMBRIATUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021608,YELLOWCHIN SCULPIN,ICELINUS QUADRISERIATUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021801,PACIFIC STAGHORN SCULPIN,LEPTOCOTTUS ARMATUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831021901,BLACKFIN SCULPIN,MALACOCOTTUS KINCAIDI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022001,BELLIGERENT SCULPIN,MEGALOCOTTUS PLATYCEPHALUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022101,BRIGHTBELLY SCULPIN,MICROCOTTUS SELLARIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022201,PLAIN SCULPIN,MYOXOCEPHALUS JAOK,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022203,WARTHEAD SCULPIN,MYOXOCEPHALUS NIGER,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022204,GREAT SCULPIN,MYOXOCEPHALUS POLYACANTHOCEPHA,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022205,FOURHORN SCULPIN,MYOXOCEPHALUS QUADRICORNIS,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831022206,ARCTIC SCULPIN,MYOXOCEPHALUS SCORPIOIDES,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831022207,SHORTHORN SCULPIN,MYOXOCEPHALUS SCORPIUS,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831022209,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSU,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831022210,GRUBBY,MYOXOCEPHALUS AENAEUS,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831022301,SAILFIN SCULPIN,NAUTICHTHYS OCULOFASCIATUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022302,EYESHODE SCULPIN,NAUTICHTHYS PRIBILOVIUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022401,TIDEPOOL SCULPIN,OLIGOCOTTUS MACULOSUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022402,SADDLEBACK SCULPIN,OLIGOCOTTUS RIMENSIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022403,FLUFFY SCULPIN,OLIGOCOTTUS SNYDERI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022501,THORNBACK SCULPIN,PARICELINUS HOPLITICUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022601,SPINELESS SCULPIN,PHALLOCOTTUS OBTUSUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022901,SLIM SCULPIN,RADULINUS ASPRELLUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022902,DARTER SCULPIN,RADULINUS BOLEOIDES,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831022903,SMOOTHGUM SCULPIN,RADULINUS VINCULUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831023001,GRUNT SCULPIN,RHAMPHOCOTTUS RICHARDSONI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831023101,CABEZON,SCORPAENICHTHYS MARMORATUS,Scorpaeniformes,Cottidae,sculpins,063,CABEZON,08,SCULPINS
8831023201,KELP SCULPIN,SIGMISTES CAULIAS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831023202,SMITHI SCULPIN,SIGMISTES SMITHI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831023601,MONACLED SCULPIN,SYNCHIRUS GILLI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831023801,SCISSORTAIL SCULPIN,TRIGLOPS FORFICATA,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831023803,ROUGHSPINE SCULPIN,TRIGLOPS MACELLUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831023805,RIBBED SCULPIN,TRIGLOPS PINGELI,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831023806,SPECTACLED SCULPIN,TRIGLOPS SCEPTICUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831023807,MOUSTACHE SCULPIN,TRIGLOPS MURRAYI,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831023808,BIGEYE SCULPIN,TRIGLOPS NYBELINI,Scorpaeniformes,Cottidae,sculpins,,SCULPINS,08,SCULPINS
8831024001,ROUGHBACK SCULPIN,CHITONOTUS PUGETTENSIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831024101,SPINYNOSE SCULPIN,ASPHICHTHYS TAYLORI,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831024201,LONGFIN SCULPIN,JORDANI ZONOPE,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831024301,LAVENDER SCULPIN,LEIOCOTTUS HIRUNDO,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831024401,BUTTERFLY SCULPIN,MELLETES PAPILIO,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831024501,SNUBNOSE SCULPIN,ORTHOROPIAS TRIACIS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831070101,TADPOLE SCULPIN,PSYCHROLUTES PARADOXUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831070102,BLOB SCULPIN,PHYCHROLUTES PHRICTUS,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831070301,SOFT SCULPIN,GILBERTIDIA SIGALUTES,Scorpaeniformes,Cottidae,sculpins,064,SCULPINS,08,SCULPINS
8831080000,POACHER FAMILY,AGONIDAE,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080101,NORTHERN SPEARNOSE POACHER,AGONOPSIS EMMELANE,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080102,SOUTHERN SPEARNOSE POACHER,AGONOPSIS STERLETUS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080201,SMOOTH ALLIGATORFISH,ANOPLAGONUS INERMIS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080300,ALLIGATORFISH GENUS,ASPIDOPHOROIDES SPP.,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080301,ALEUTIAN ALLIGATORFISH,ASPIDOPHOROIDES BARTONI,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080303,ARCTIC ALLIGATORFISH,ASPIDOPHOROIDES OLRIKI,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080304,ALLIGATORFISH,ASPIDOPHOROIDES MONOPTERYGIUS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080401,GRAY STARSNOUT,ASTEROTHECA ALASCANA,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080402,SPINYCHECK STARSNOUT,ASTEROTHECA INFRASPINATA,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080403,BIGEYE POACHER,ASTEROTHECA PENTACANTHUS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080501,BLACKFIN POACHER,BATHYAGONUS NIGRIPINNIS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080601,ROCKHEAD,BOTHRAGONUS SWANI,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080701,FOURHORN POACHER,HYPSAGONUS QUADRICORNIS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080801,ATLANTIC POACHER,LEPTAGONUS DECAGONUS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080802,STURGEON POACHER,PODOTHECUS ACIPENSERINUS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080901,BERING POACHER,OCCELLA DODECAEDRON,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831080903,WARTY POACHER,OCCELLA VERRUCOSA,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831081001,PYGMY POACHER,ODONTOPYXIS TRISPINOSA,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831081101,TUBENOSE POACHER,PALLASINA BARBATA,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831081301,BLACKTIP POACHER,XENERETMUS LATIFRONS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831081302,BLUESPOTTED POACHER,XENERETMUS TRIACANTHUS,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831081501,PRICKLEBREAST POACHER,STELLERINA XYOSTERNA,Scorpaeniformes,Agonidae,poachers,,OTHER FISHES,25,OTHER FISHES
8831090000,SNAILFISH FAMILY,CYCLOPTERIDAE,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090101,SMOOTH LUMPSUCKER,APTOCYCLUS VENTRICOSUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090215,BLACKTAIL SNAILFISH,CAREPROCTUS MELANURUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090232,LONGFIN SNAILFISH,CAREPROCTUS LONGIPINNIS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090301,BLOTCHED SNAILFISH,CRYSTALLICHTHYS CYCLOPILUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090405,ARCTIC LUMPSUCKER,CYCLOPTEROPSIS MACALPINI,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090501,PIMPLED LUMPSUCKER,EUMICROTREMUS ANDRIASHEVI,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090504,LEATHERFIN LUMPSUCKER,EUMICROTREMUS DERJUGINI,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090506,PACIFIC SPINY LUMPSUCKER,EUMICROTREMUS ORBIS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090508,ATLANTIC SPINY LUMPSUCKER,EUMICROTREMUS SPINOSUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090803,SPOTTED SNAILFISH,LIPARIS CALLYODON,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090806,RIBBON SNAILFISH,LIPARIS CYCLOPUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090807,VARIEGATED SNAILFISH,LIPARIS GIBBUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090808,MARBLED SNAILFISH,LIPARIS DENNYI,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090810,TIDEPOOL SNAILFISH,LIPARIS FLORAE,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090811,SLIPSKIN SNAILFISH,LIPARIS FUCENSIS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090815,GELATINOUS SEASNAIL,LIPARIS FRABICII,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090820,SPINY SNAILFISH,LIPARIS MUCOSUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090822,SHOWY SNAILFISH,LIPARIS PULCHELLUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090825,RINGTAIL SNAILFISH,LIPARIS RUTTERI,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090826,ATLANTIC SEASNAIL,LIPARIS ATLANTICUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090827,INQUILINE SEASNAIL,LIPARIS INQUILINIS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831090829,KELP SNAILFISH,LIPARIS TUNICATUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831091001,TADPOLE SNAILFISH,NECTOLIPARIS PELAGICUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831091106,PRICKLY SNAILFISH,PARALIPARIS DEANI,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831091201,BERING SNAILFISH,POLYPERA BERINGINANA,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831091202,LOBEFIN SNAILFISH,POLYPERA GREENI,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8831091501,LUMPFISH,CYCLOPTERUS LUMPUS,Scorpaeniformes,Cyclopteridae,snailfishes,,OTHER FISHES,25,OTHER FISHES
8832010101,FLYING GURNARD,DACTYLOPTERUS VOLITANS,Dactylopteriformes,Dactylopteridae,flying gurnards,,OTHER FISHES,25,OTHER FISHES
8835010100,SNOOK GENUS,CENTROPOMUS SPP.,Perciformes,Centropomidae,snooks,,OTHER FISHES,25,OTHER FISHES
8835010102,SWORDSPINE SNOOK,CENTROPOMUS ENSIFERUS,Perciformes,Centropomidae,snooks,,OTHER FISHES,25,OTHER FISHES
8835010103,FAT SNOOK,CENTROPOMUS PARALLELUS,Perciformes,Centropomidae,snooks,,OTHER FISHES,25,OTHER FISHES
8835010104,TARPON SNOOK,CENTROPOMUS PECTINATUS,Perciformes,Centropomidae,snooks,,OTHER FISHES,25,OTHER FISHES
8835010105,COMMON SNOOK,CENTROPOMUS UNDECIMALIS,Perciformes,Centropomidae,snooks,,OTHER FISHES,25,OTHER FISHES
8835020000,SEA BASS FAMILY,SERRANIDAE,Perciformes,Serranidae,sea basses,016,OTHER SEA BASSES,10,SEA BASSES
8835020100,TEMPERATE BASS GENUS,MORONE SPP.,Perciformes,Percichthyidae,temperate basses,012,OTHER TEMPERATE BASSES,09,TEMPERATE BASSES
8835020101,WHITE PERCH,MORONE AMERICANA,Perciformes,Percichthyidae,temperate basses,010,WHITE PERCH,09,TEMPERATE BASSES
8835020102,STRIPED BASS,MORONE SAXATILIS,Perciformes,Percichthyidae,temperate basses,011,STRIPED BASS,09,TEMPERATE BASSES
8835020103,HYBRID STRIPED BASS,MORONE SAXATILIS X M. CHRYSOPS,Perciformes,Percichthyidae,temperate basses,011,STRIPED BASS,09,TEMPERATE BASSES
8835020104,WHITE BASS,MORONE CHRYSOPS,Perciformes,Percichthyidae,temperate basses,012,OTHER TEMPERATE BASSES,09,TEMPERATE BASSES
8835020105,YELLOW BASS,MORONE MISSISSIPPIENSIS,Perciformes,Percichthyidae,temperate basses,012,OTHER TEMPERATE BASSES,09,TEMPERATE BASSES
8835020300,SEA BASS GENUS,CENTROPRISTIS SPP.,Perciformes,Serranidae,sea basses,016,OTHER SEA BASSES,10,SEA BASSES
8835020301,BLACK SEA BASS,CENTROPRISTIS STRIATA,Perciformes,Serranidae,sea basses,013,BLACK SEA BASS,10,SEA BASSES
8835020304,BANK SEA BASS,CENTROPRISTIS OCYURUS,Perciformes,Serranidae,sea basses,016,OTHER SEA BASSES,10,SEA BASSES
8835020305,ROCK SEA BASS,CENTROPRISTIS PHILADELPHICA,Perciformes,Serranidae,sea basses,016,OTHER SEA BASSES,10,SEA BASSES
8835020400,GROUPER GENUS (EPINEPHELUS),EPINEPHELUS SPP.,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020401,GOLIATH GROUPER,EPINEPHELUS ITAJARA,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020402,ROCK HIND,EPINEPHELUS ADSCENSIONIS,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020403,SPOTTED CABRILLA,EPINEPHELUS ANALOGUS,Perciformes,Serranidae,sea basses,020,OTHER SEA BASSES,10,SEA BASSES
8835020404,SPECKLED HIND,EPINEPHELUS DRUMMONDHAYI,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020405,YELLOWEDGE GROUPER,EPINEPHELUS FLAVOLIMBATUS,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020406,RED HIND,EPINEPHELUS GUTTATUS,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020408,RED GROUPER,EPINEPHELUS MORIO,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020409,MISTY GROUPER,EPINEPHELUS MYSTACINUS,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020410,WARSAW GROUPER,EPINEPHELUS NIGRITUS,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020411,SNOWY GROUPER,EPINEPHELUS NIVEATUS,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020412,NASSAU GROUPER,EPINEPHELUS STRIATUS,Perciformes,Serranidae,sea basses,014,EPINEPHELUS GROUPERS,10,SEA BASSES
8835020500,GROUPER GENUS (MYCTEROPERCA),MYCTEROPERCA SPP.,Perciformes,Serranidae,sea basses,015,MYCTEROPERCA GROUPERS,10,SEA BASSES
